CAR_ID,品牌系列,巡航系统,辅助驾驶等级,卫星导航系统,导航路况信息显示,地图品牌,AR实景导航,并线辅助,车道保持辅助系统,车道居中保持,道路交通标识识别,自动泊车入位,自动变道辅助,匝道自动驶出(入),自动驾驶辅助路段,遥控泊车,方向盘离手检测,倒车车侧预警系统,记忆泊车,高精地图,循迹倒车,信号灯识别,起步提醒,辅助驾驶系统,代客泊车,夜视系统,远程召唤
58500,探岳X,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),(标配),,,,,,(标配),,,,,,(标配)Travel Assist,,,
59533,帕萨特新能源,(标配)全速自适应巡航,(选配)L2,(标配),(标配),,,(选配),(选配),,,,,,,,,(选配),,,,,,(选配)Travel Assist,,,
59532,帕萨特新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(选配),(标配),,,(标配),,,,,,(选配),,,,,,(标配)Travel Assist,,,
54800,迈腾GTE插电混动,"(标配)定速巡航,(选配)全速自适应巡航",,(标配),(标配),,,,,,,,,,,,,,,,,,,,,,
54801,迈腾GTE插电混动,(标配)全速自适应巡航,,(标配),(标配),,,,,,,(标配),,,,,,,,,,,,,,,
59087,途观L新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),,(标配),,,,,,(标配),,,,,,(标配)Travel Assist,,,
59086,途观L新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),,(标配),,,,,,(标配),,,,,,(标配)Travel Assist,,,
55512,途锐新能源,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,(标配),,,,,,(标配)Travel Assist,,,
66573,探岳GTE插电混动,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(选配),(标配),(标配),(标配),(选配),,,,,,(选配),,,,,,(标配)Travel Assist,,,
71531,奥迪A6L,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),(标配),(选配),,,,,,(选配),,,,,,,,(选配),
71530,奥迪A6L,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),(标配),,,,,,,(选配),,,,,,,,(选配),
72049,奥迪A6L,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),(标配),,,,,,,(选配),,,,,,,,(选配),
71526,奥迪A6L,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),(标配),,,,,,,(选配),,,,,,,,(选配),
71527,奥迪A6L,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),(标配),,,,,,,(选配),,,,,,,,(选配),
71995,奥迪A6L,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),(标配),,,,,,,(选配),,,,,,,,(选配),
71528,奥迪A6L,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(标配),(选配),(选配),(标配),,,,,,,(标配),,,,,,,,(选配),
65347,奥迪Q5L,(标配)定速巡航,,(选配),(选配),,,(选配),,,,(选配),,,,,,(选配),,,,,,,,,
68853,奥迪Q5L,"(标配)定速巡航,(选配)自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),,(选配),,,,,,(选配),,,,,,,,,
68852,奥迪Q5L,(标配)定速巡航,,(选配),(选配),,,(选配),,,,(选配),,,,,,(选配),,,,,,,,,
68851,奥迪Q5L,"(标配)定速巡航,(选配)自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),,(选配),,,,,,(选配),,,,,,,,,
65348,奥迪Q5L,"(标配)定速巡航,(选配)自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),,(标配),,,,,,(选配),,,,,,,,,
65351,奥迪Q5L,(标配)自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),,(标配),,,,,,(标配),,,,,,,,,
71980,奥迪Q5L,"(标配)定速巡航,(选配)自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),,(标配),,,,,,(选配),,,,,,,,,
71981,奥迪Q5L,(标配)自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),,(标配),,,,,,(标配),,,,,,,,,
71982,奥迪Q5L,(标配)定速巡航,,(选配),(选配),,,(选配),,,,(选配),,,,,,(选配),,,,,,,,,
71979,奥迪Q5L,"(标配)定速巡航,(选配)自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),,(选配),,,,,,(选配),,,,,,,,,
68854,奥迪Q5L,"(标配)定速巡航,(选配)自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),,(选配),,,,,,(选配),,,,,,,,,
65349,奥迪Q5L,"(标配)定速巡航,(选配)自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),,(标配),,,,,,(选配),,,,,,,,,
65350,奥迪Q5L,(标配)自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),,(标配),,,,,,(标配),,,,,,,,,
65000,奥迪A4L,"(标配)定速巡航,(选配)自适应巡航",(选配)L2,(选配),(选配),,,(选配),(选配),,,(选配),,,,,,,,,,,,,,,
69124,奥迪A4L,"(标配)定速巡航,(选配)自适应巡航",(选配)L2,(标配),(标配),,,(选配),,,,(选配),,,,,,,,,,,,,,,
65293,奥迪A4L,"(标配)定速巡航,(选配)自适应巡航",(选配)L2,(标配),(标配),,,(选配),,,,(选配),,,,,,,,,,,,,,,
65296,奥迪A4L,(标配)自适应巡航,(标配)L2,(标配),(标配),,,(标配),(选配),,,(标配),,,,,,,,,,,,,,,
69123,奥迪A4L,"(标配)定速巡航,(选配)自适应巡航",(选配)L2,(选配),(选配),,,(选配),(选配),,,(选配),,,,,,,,,,,,,,,
65295,奥迪A4L,"(标配)定速巡航,(选配)自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),,,(选配),,,,,,,,,,,,,,,
69122,奥迪A4L,"(标配)定速巡航,(选配)自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),,,(选配),,,,,,,,,,,,,,,
65294,奥迪A4L,"(标配)定速巡航,(选配)自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),,,(选配),,,,,,,,,,,,,,,
69125,奥迪A4L,"(标配)定速巡航,(选配)自适应巡航",(选配)L2,(标配),(标配),,,(标配),(选配),,,(标配),,,,,,,,,,,,,,,
70481,奥迪Q7,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),,(选配),,,,,,(标配),,,,,,,,(选配),
68679,奥迪Q7,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),,,,,,,(标配),,,,,,,,(选配),
68681,奥迪Q7,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),(标配),,,,,,(标配),,,,,,,,(选配),
68682,奥迪Q7,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),(标配),,,,,,(标配),,,,,,,,(选配),
68680,奥迪Q7,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),(标配),,,,,,(标配),,,,,,,,(选配),
70931,奥迪Q7,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),(选配),(选配),,,,,,(选配),,,,,,,,(选配),
70483,奥迪Q7,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),(选配),(标配),,,,,,(选配),,,,,,,,(选配),
70480,奥迪Q7,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),(标配),,,,,,(标配),,,,,,,,(选配),
70482,奥迪Q7,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),(标配),,,,,,(标配),,,,,,,,(选配),
68726,奥迪A3,(标配)定速巡航,,(选配),(选配),,,(选配),,,,(选配),,,,,,(选配),,,,,,,,,
70232,奥迪A3,(标配)全速自适应巡航,,(选配),(选配),,,(标配),,,,(选配),,,,,,(选配),,,,,,,,,
64853,奥迪A3,(标配)全速自适应巡航,,(选配),(选配),,,(标配),,,,(标配),,,,,,(标配),,,,,,,,,
64858,奥迪A3,(标配)定速巡航,,(选配),(选配),,,,,,,(选配),,,,,,,,,,,,,,,
69761,奥迪A3,(标配)全速自适应巡航,,(选配),(选配),,,(标配),,,,(选配),,,,,,(选配),,,,,,,,,
64854,奥迪A3,(标配)全速自适应巡航,,(选配),(选配),,,(标配),,,,(标配),,,,,,(标配),,,,,,,,,
64856,奥迪A3,(标配)定速巡航,,(选配),(选配),,,,,,,(选配),,,,,,,,,,,,,,,
64859,奥迪A3,(标配)定速巡航,,(选配),(选配),,,,,,,(选配),,,,,,,,,,,,,,,
69763,奥迪A3,(标配)全速自适应巡航,,(选配),(选配),,,(选配),,,,(选配),,,,,,(选配),,,,,,,,,
64857,奥迪A3,(标配)全速自适应巡航,,(选配),(选配),,,(选配),,,,(选配),,,,,,(选配),,,,,,,,,
64861,奥迪A3,(标配)全速自适应巡航,,(选配),(选配),,,(标配),,,,(选配),,,,,,(标配),,,,,,,,,
70233,奥迪A3,(标配)全速自适应巡航,,(选配),(选配),,,(标配),,,,(选配),,,,,,(标配),,,,,,,,,
64864,奥迪A3,(标配)全速自适应巡航,,(选配),(选配),,,(选配),,,,(选配),,,,,,(选配),,,,,,,,,
64863,奥迪A3,(标配)定速巡航,,(选配),(选配),,,,,,,(选配),,,,,,,,,,,,,,,
64862,奥迪A3,(标配)定速巡航,,(选配),(选配),,,,,,,(选配),,,,,,,,,,,,,,,
64855,奥迪A3,(标配)全速自适应巡航,,(选配),(选配),,,(选配),,,,(选配),,,,,,(选配),,,,,,,,,
69762,奥迪A3,(标配)全速自适应巡航,,(选配),(选配),,,(选配),,,,(选配),,,,,,(选配),,,,,,,,,
64860,奥迪A3,(标配)全速自适应巡航,,(选配),(选配),,,(标配),,,,(选配),,,,,,(标配),,,,,,,,,
64865,奥迪A3,(标配)全速自适应巡航,,(选配),(选配),,,(标配),,,,(选配),,,,,,(标配),,,,,,,,,
64866,奥迪A3,(标配)全速自适应巡航,,(选配),(选配),,,(选配),,,,(选配),,,,,,(选配),,,,,,,,,
66886,奥迪A7L,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),(选配),(标配),,,,(标配),,(选配),,,,,,,,,
66755,奥迪A7L,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),(选配),(标配),,,,(标配),,(选配),,,,,,,,,
66790,奥迪A7L,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),(标配),,,,(标配),,(标配),,,,,,,,,
66891,奥迪A7L,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),(标配),,,,(标配),,(标配),,,,,,,,,
66890,奥迪A7L,(标配)定速巡航,,(标配),(标配),,,,,,,(选配),,,,(选配),,,,,,,,,,,
66887,奥迪A7L,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),(选配),(标配),,,,(标配),,(选配),,,,,,,,(选配),
66889,奥迪A7L,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),(选配),(标配),,,,(标配),,(选配),,,,,,,,(选配),
65482,奥迪A8,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),(选配),(选配),,,,,,(选配),,,,,,,,,
64041,奥迪A8,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),(选配),(标配),,,,,,(选配),,,,,,,,,
70490,奥迪A8,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),(标配),,,,,,(标配),,,,,,,,(选配),
64046,奥迪A8,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,(标配),,,,,,,,,
70485,奥迪A8,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,(标配),,,,,,,,,
64045,奥迪A8,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),(选配),(选配),,,,,,(选配),,,,,,,,,
67356,奥迪A8,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),(选配),(标配),,,,,,(选配),,,,,,,,,
64043,奥迪A8,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(标配),(选配),(选配),(选配),(标配),,,,,,(标配),,,,,,,,,
70489,奥迪A8,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),(标配),,,,,,(标配),,,,,,,,(选配),
70484,奥迪A8,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,(标配),,,,,,,,,
64042,奥迪A8,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,(标配),,,,,,,,,
64047,奥迪A8,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,(标配),,,,,,,,,
70487,奥迪A8,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),(标配),,,,,,(标配),,,,,,,,(标配),
64044,奥迪A8,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,(标配),,,,,,,,,
70865,奥迪A6(进口),"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),,(选配),(选配),,,,,,(选配),,,,,,,,(选配),
70866,奥迪A6(进口),"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),,(选配),(选配),,,,,,(选配),,,,,,,,(选配),
69186,奥迪A6(进口),"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),,(选配),(选配),,,,,,(选配),,,,,,,,(选配),
65706,奥迪A6(进口),"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),,(选配),(选配),,,,,,(选配),,,,,,,,(选配),
65707,奥迪A6(进口),"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),,(选配),(选配),,,,,,(选配),,,,,,,,(选配),
69185,奥迪A6(进口),"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),,(选配),(选配),,,,,,(选配),,,,,,,,(选配),
65002,奥迪Q3,"(标配)定速巡航,(选配)全速自适应巡航",,,,,,,,,,(选配),,,,,,,,,,,,,,,
63974,奥迪Q3,"(标配)定速巡航,(选配)全速自适应巡航",,,,,,,,,,(选配),,,,,,,,,,,,,,,
63985,奥迪Q3,(标配)全速自适应巡航,(选配)L2,(选配),(选配),,,(选配),(选配),,,(标配),,,,,,,,,,,,,,,
63983,奥迪Q3,(标配)全速自适应巡航,(选配)L2,(选配),(选配),,,(选配),(选配),,,(标配),,,,,,,,,,,,,,,
63986,奥迪Q3,(标配)全速自适应巡航,(选配)L2,(选配),(选配),,,(选配),(选配),,,(标配),,,,,,,,,,,,,,,
63984,奥迪Q3,(标配)全速自适应巡航,(选配)L2,(选配),(选配),,,(选配),(选配),,,(标配),,,,,,,,,,,,,,,
63988,奥迪Q3,(标配)全速自适应巡航,(选配)L2,(选配),(选配),,,(选配),(选配),,,(标配),,,,,,,,,,,,,,,
63989,奥迪Q3,(标配)全速自适应巡航,(选配)L2,(选配),(选配),,,(选配),(选配),,,(标配),,,,,,,,,,,,,,,
63987,奥迪Q3,(标配)全速自适应巡航,(选配)L2,(选配),(选配),,,(选配),(选配),,,(标配),,,,,,,,,,,,,,,
63724,奥迪Q3,(标配)全速自适应巡航,(选配)L2,(选配),(选配),,,(选配),(选配),,,(标配),,,,,,,,,,,,,,,
64926,奥迪Q6,(标配)定速巡航,,(标配),(标配),,,(标配),,,(标配),(选配),,,,,,,,,,,,,,,
66295,奥迪Q6,(标配)定速巡航,,(标配),(标配),,,(标配),,,(标配),(选配),,,,,,,,,,,,,,,
64920,奥迪Q6,(标配)定速巡航,,(标配),(标配),,,(标配),,,(标配),(选配),,,,,,,,,,,,,,,
64916,奥迪Q6,(标配)定速巡航,,(标配),(标配),,,(标配),,,(标配),(选配),,,,,,,,,,,,,,,
64915,奥迪Q6,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(标配),(选配),,(标配),(标配),,,,,,,,,,,,,,,
64925,奥迪Q6,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(标配),(选配),,(标配),(标配),,,,,,,,,,,,,,,
66294,奥迪Q6,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(标配),(选配),,(标配),(标配),,,,,,,,,,,,,,,
64913,奥迪Q6,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(标配),(选配),,(标配),(标配),,,,,,,,,,,,,,,
64919,奥迪Q6,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,,,,,,,,,,
64918,奥迪Q6,(标配)定速巡航,,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,,,,,,,,,,
64922,奥迪Q6,(标配)定速巡航,,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,,,,,,,,,,
64917,奥迪Q6,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,,,,,,,,,,
64914,奥迪Q6,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,,,,,,,,,,
64921,奥迪Q6,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,,,,,,,,,,
64927,奥迪Q6,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,,,,,,,,,,
65914,奥迪Q6,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,,,,,,,,,,
64923,奥迪Q6,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,,,,,,,,,,
64928,奥迪Q6,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,,,,,,,,,,
64924,奥迪Q6,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),,(标配),(标配),,,,,,,,,,,,,,,
70824,奥迪A7,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),,(选配),(标配),(选配),,,,,(选配),,,,,,,,(选配),
70823,奥迪A7,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),,(选配),(标配),(选配),,,,,(选配),,,,,,,,(选配),
65818,奥迪A7,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),,(选配),(标配),(选配),,,,,(选配),,,,,,,,(选配),
65819,奥迪A7,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),,(选配),(标配),(选配),,,,,(选配),,,,,,,,(选配),
65855,奥迪A7,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),,(选配),(标配),(选配),,,,,(选配),,,,,,,,(选配),
70825,奥迪A7,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),,(选配),(标配),(选配),,,,,(选配),,,,,,,,(选配),
66015,奥迪A5(进口),"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),,(选配),,,,,,(选配),,,,,,,,,
66014,奥迪A5(进口),"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),,(选配),,,,,,(选配),,,,,,,,,
66013,奥迪A5(进口),(标配)全速自适应巡航,,(标配),(标配),,,(选配),,,,(标配),,,,,,(选配),,,,,,,,,
66011,奥迪A5(进口),"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),,(选配),,,,,,(选配),,,,,,,,,
66012,奥迪A5(进口),"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),,(选配),,,,,,(选配),,,,,,,,,
71277,奥迪Q2L,"(标配)定速巡航,(选配)全速自适应巡航",,(选配),(选配),,,(选配),,,,(选配),,,,,,(选配),,,,,,,,,
70132,奥迪Q2L,"(标配)定速巡航,(选配)全速自适应巡航",,(选配),(选配),,,(选配),,,,(选配),,,,,,(选配),,,,,,,,,
71275,奥迪Q2L,"(标配)定速巡航,(选配)全速自适应巡航",,(选配),(选配),,,(选配),,,,(选配),,,,,,(选配),,,,,,,,,
70131,奥迪Q2L,"(标配)定速巡航,(选配)全速自适应巡航",,(选配),(选配),,,(选配),,,,(选配),,,,,,(选配),,,,,,,,,
71276,奥迪Q2L,"(标配)定速巡航,(选配)全速自适应巡航",,(选配),(选配),,,(选配),,,,(选配),,,,,,(选配),,,,,,,,,
71274,奥迪Q2L,"(标配)定速巡航,(选配)全速自适应巡航",,(标配),(标配),,,(选配),,,,(选配),,,,,,(选配),,,,,,,,,
71273,奥迪Q2L,"(标配)定速巡航,(选配)全速自适应巡航",,(标配),(标配),,,(选配),,,,(选配),,,,,,(选配),,,,,,,,,
69018,奥迪Q8,(标配)定速巡航,,(标配),(标配),,,(选配),,,,(标配),,,,,,(选配),,,,,,,,(选配),
64630,奥迪Q8,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(选配),(标配),(标配),(标配),(标配),,,,,,(选配),,,,,,,,(选配),
69019,奥迪Q8,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(选配),(标配),(标配),(标配),(标配),,,,,,(选配),,,,,,,,(选配),
69020,奥迪Q8,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(选配),(标配),(标配),(标配),(标配),,,,,,(选配),,,,,,,,(选配),
64252,奥迪S4,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),,(选配),,,,,,,,,,,,,,,
64253,奥迪S4,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),,(标配),,,,,,,,,,,,,,,
65951,奥迪A4(进口),"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),,(选配),,,,,,(选配),,,,,,,,,
65961,奥迪A4(进口),"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),,(标配),,,,,,(选配),,,,,,,,,
62273,奥迪Q5 e-tron,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,(标配),(标配),(标配),,(标配),,,,,,,(标配),,,,,,,,,
62272,奥迪Q5 e-tron,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,(标配),(标配),(标配),,(标配),,,,,,,(标配),,,,,,,,,
62271,奥迪Q5 e-tron,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,(标配),(标配),(标配),,(标配),(选配),,,,,,(标配),,,,,,,,,
68572,奥迪Q5 e-tron,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,(标配),(标配),(标配),,(标配),(选配),,,,,,(标配),,,,,,,,,
62270,奥迪Q5 e-tron,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,(标配),(标配),(标配),,(标配),(选配),,,,,,(标配),,,,,,,,,
62267,奥迪Q5 e-tron,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,(标配),(标配),(标配),,(标配),(选配),,,,,,(标配),,,,,,,,,
68571,奥迪Q5 e-tron,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,(标配),(标配),(标配),,(标配),,,,,,,(标配),,,,,,,,,
62274,奥迪Q5 e-tron,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,(标配),(标配),(标配),,(标配),,,,,,,(标配),,,,,,,,,
62268,奥迪Q5 e-tron,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,(标配),(标配),(标配),,(标配),,,,,,,(标配),,,,,,,,,
62269,奥迪Q5 e-tron,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,(标配),(标配),(标配),,(标配),(标配),,,,,,(标配),,,,,,,,,
62278,奥迪Q5 e-tron,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,(标配),(标配),(标配),,(标配),(标配),,,,,,(标配),,,,,,,,,
62277,奥迪Q5 e-tron,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,(标配),(标配),(标配),,(标配),(标配),,,,,,(标配),,,,,,,,,
62276,奥迪Q5 e-tron,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,(标配),(标配),(标配),,(标配),(标配),,,,,,(标配),,,,,,,,,
62275,奥迪Q5 e-tron,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,(标配),(标配),(标配),,(标配),(标配),,,,,,(标配),,,,,,,,,
65049,奥迪Q4 e-tron,(标配)全速自适应巡航,(选配)L2,(标配),(标配),,,(选配),(选配),(选配),(选配),(选配),,,,,,(选配),,,,,,,,,
65051,奥迪Q4 e-tron,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),(选配),,,,,,(标配),,,,,,,,,
65050,奥迪Q4 e-tron,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),(选配),,,,,,(标配),,,,,,,,,
65047,奥迪Q4 e-tron,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,(标配),(标配),(标配),(标配),(标配),,,,,,(标配),,,,,,,,,
69007,奥迪Q5L Sportback,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),,(标配),,,,,,(选配),,,,,,,,,
65465,奥迪Q5L Sportback,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),,(标配),,,,,,(选配),,,,,,,,,
65467,奥迪Q5L Sportback,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(标配),(选配),(选配),,(标配),,,,,,(标配),,,,,,,,,
65466,奥迪Q5L Sportback,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),,(标配),,,,,,(选配),,,,,,,,,
71978,奥迪Q5L Sportback,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(选配),(选配),(选配),,(标配),,,,,,(选配),,,,,,,,,
69008,奥迪Q5L Sportback,"(标配)定速巡航,(选配)全速自适应巡航",(选配)L2,(标配),(标配),,,(标配),(选配),(选配),,(标配),,,,,,(标配),,,,,,,,,
66263,奥迪RS 7,(标配)全速自适应巡航,(选配)L2,(标配),(标配),,,(选配),(选配),,(选配),(标配),,,,,,(选配),,,,,,,,(选配),
66265,奥迪RS 6,(标配)全速自适应巡航,(标配)L2,(标配),(标配),,,,(标配),,(标配),(标配),,,,,,,,,,,,,,,
