CAR_ID,品牌系列,前制动器类型,后制动器类型,驻车制动类型,前轮胎规格,后轮胎规格,备胎规格,备胎放置方式
64253,奥迪S4,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)255/35 R19,(标配)255/35 R19,(标配)非全尺寸,
65951,奥迪A4(进口),(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/40 R18,(标配)245/40 R18,(标配)非全尺寸,
65961,奥迪A4(进口),(标配)通风盘式,(标配)盘式,(标配)电子驻车,,,(标配)非全尺寸,
62273,奥迪Q5 e-tron,(标配)通风盘式,(标配)鼓式,(标配)电子驻车,(标配)235/45 R21,(标配)265/40 R21,(标配)无,
62272,奥迪Q5 e-tron,(标配)通风盘式,(标配)鼓式,(标配)电子驻车,(标配)235/45 R21,(标配)265/40 R21,(标配)无,
62271,奥迪Q5 e-tron,(标配)通风盘式,(标配)鼓式,(标配)电子驻车,(标配)235/55 R19,(标配)255/50 R19,(标配)无,
68572,奥迪Q5 e-tron,(标配)通风盘式,(标配)鼓式,(标配)电子驻车,(标配)235/55 R19,(标配)255/50 R19,(标配)无,
62270,奥迪Q5 e-tron,(标配)通风盘式,(标配)鼓式,(标配)电子驻车,(标配)235/50 R20,(标配)265/45 R20,(标配)无,
62267,奥迪Q5 e-tron,(标配)通风盘式,(标配)鼓式,(标配)电子驻车,(标配)235/50 R20,(标配)265/45 R20,(标配)无,
68571,奥迪Q5 e-tron,(标配)通风盘式,(标配)鼓式,(标配)电子驻车,(标配)235/45 R21,(标配)265/40 R21,(标配)无,
62274,奥迪Q5 e-tron,(标配)通风盘式,(标配)鼓式,(标配)电子驻车,(标配)235/45 R21,(标配)265/40 R21,(标配)无,
62268,奥迪Q5 e-tron,(标配)通风盘式,(标配)鼓式,(标配)电子驻车,(标配)235/45 R21,(标配)265/40 R21,(标配)无,
62269,奥迪Q5 e-tron,(标配)通风盘式,(标配)鼓式,(标配)电子驻车,(标配)235/45 R21,(标配)265/40 R21,(标配)无,
62278,奥迪Q5 e-tron,(标配)通风盘式,(标配)鼓式,(标配)电子驻车,(标配)235/45 R21,(标配)265/40 R21,(标配)无,
62277,奥迪Q5 e-tron,(标配)通风盘式,(标配)鼓式,(标配)电子驻车,(标配)235/45 R21,(标配)265/40 R21,(标配)无,
62276,奥迪Q5 e-tron,(标配)通风盘式,(标配)鼓式,(标配)电子驻车,(标配)235/45 R21,(标配)265/40 R21,(标配)无,
62275,奥迪Q5 e-tron,(标配)通风盘式,(标配)鼓式,(标配)电子驻车,(标配)235/45 R21,(标配)265/40 R21,(标配)无,
65049,奥迪Q4 e-tron,(标配)通风盘式,(标配)鼓式,(标配)电子驻车,(标配)235/55 R19,(标配)255/50 R19,(标配)无,
65051,奥迪Q4 e-tron,(标配)通风盘式,(标配)鼓式,(标配)电子驻车,(标配)235/50 R20,(标配)255/45 R20,(标配)无,
65050,奥迪Q4 e-tron,(标配)通风盘式,(标配)鼓式,(标配)电子驻车,"(标配)235/50 R20,(选配)235/45 R21","(标配)255/45 R20,(选配)255/40 R21",(标配)无,
65047,奥迪Q4 e-tron,(标配)通风盘式,(标配)鼓式,(标配)电子驻车,(标配)235/45 R21,(标配)255/40 R21,(标配)无,
69007,奥迪Q5L Sportback,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,"(标配)235/55 R19,(选配)255/45 R20","(标配)235/55 R19,(选配)255/45 R20",(标配)补胎工具,
65465,奥迪Q5L Sportback,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)255/45 R20,(标配)255/45 R20,(标配)补胎工具,
65467,奥迪Q5L Sportback,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)255/45 R20,(标配)255/45 R20,(标配)补胎工具,
65466,奥迪Q5L Sportback,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,"(标配)235/55 R19,(选配)255/45 R20","(标配)235/55 R19,(选配)255/45 R20",(标配)补胎工具,
71978,奥迪Q5L Sportback,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)255/45 R20,(标配)255/45 R20,(标配)补胎工具,
69008,奥迪Q5L Sportback,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)255/45 R20,(标配)255/45 R20,(标配)补胎工具,
66263,奥迪RS 7,"(标配)通风盘式,(选配)陶瓷通风盘式","(标配)通风盘式,(选配)陶瓷通风盘式",(标配)电子驻车,"(标配)275/35 R21,(选配)285/30 R22,(选配)285/35 R22","(标配)275/35 R21,(选配)285/30 R22,(选配)285/35 R22",(标配)无,
66265,奥迪RS 6,(标配)陶瓷通风盘式,(标配)陶瓷通风盘式,(标配)电子驻车,(标配)285/30 R22,(标配)285/30 R22,(标配)无,
66639,奥迪RS 6,"(标配)通风盘式,(选配)陶瓷通风盘式",(选配)陶瓷通风盘式,(标配)电子驻车,"(标配)275/35 R21,(选配)285/30 R22,(选配)285/35 R22","(标配)275/35 R21,(选配)285/35 R22,(选配)285/30 R22",(标配)无,
66009,奥迪S5,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)255/35 R19,(标配)255/35 R19,(标配)非全尺寸,
66010,奥迪S5,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)255/35 R19,(标配)255/35 R19,(标配)非全尺寸,
66008,奥迪S5,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)255/35 R19,(标配)255/35 R19,(标配)非全尺寸,
66276,奥迪RS 4,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,"(标配)265/35 R19,(选配)275/30 R20","(标配)265/35 R19,(选配)275/30 R20",(标配)非全尺寸,
66275,奥迪RS 4,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)275/30 R20,(标配)275/30 R20,(标配)非全尺寸,
66274,奥迪RS 4,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)275/30 R20,(标配)275/30 R20,(标配)非全尺寸,
71606,奥迪RS Q8,(标配)陶瓷通风盘式,(标配)陶瓷通风盘式,(标配)电子驻车,(标配)295/35 R23,(标配)295/35 R23,(标配)无,
55117,奥迪RS Q8,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,,,(标配)无,
66268,奥迪RS 5,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,"(标配)265/35 R19,(选配)275/30 R20","(标配)265/35 R19,(选配)275/30 R20",(标配)非全尺寸,
66267,奥迪RS 5,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)275/30 R20,(标配)275/30 R20,(标配)非全尺寸,
66269,奥迪RS 5,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)275/30 R20,(标配)275/30 R20,(标配)非全尺寸,
66270,奥迪RS 5,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,"(标配)265/35 R19,(选配)275/30 R20","(标配)265/35 R19,(选配)275/30 R20",(标配)非全尺寸,
66271,奥迪RS 5,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)275/30 R20,(标配)275/30 R20,(标配)非全尺寸,
66272,奥迪RS 5,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)275/30 R20,(标配)275/30 R20,(标配)非全尺寸,
63435,奥迪SQ5,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)255/45 R20,(标配)255/45 R20,(标配)非全尺寸,
66921,奥迪SQ5,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)255/45 R20,(标配)255/45 R20,(标配)非全尺寸,
64048,奥迪S8,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)265/35 R21,(标配)265/35 R21,(标配)非全尺寸,
70491,奥迪S8,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)265/35 R21,(标配)265/35 R21,(标配)非全尺寸,
63981,奥迪Q3 Sportback,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/55 R18,(标配)235/55 R18,(标配)非全尺寸,
63979,奥迪Q3 Sportback,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/50 R19,(标配)235/50 R19,(标配)非全尺寸,
63982,奥迪Q3 Sportback,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/50 R19,(标配)235/50 R19,(标配)非全尺寸,
63975,奥迪Q3 Sportback,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/50 R19,(标配)235/50 R19,(标配)非全尺寸,
63980,奥迪Q3 Sportback,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/50 R19,(标配)235/50 R19,(标配)非全尺寸,
63692,奥迪e-tron GT,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,"(标配)245/45 R20,(选配)265/35 R21","(标配)285/40 R20,(选配)305/30 R21",(标配)无,
65368,奥迪SQ7,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)285/35 R22,(标配)285/35 R22,(标配)补胎工具,
68828,奥迪SQ7,"(标配)通风盘式,(选配)陶瓷通风盘式","(标配)通风盘式,(选配)陶瓷通风盘式",(标配)电子驻车,(标配)285/35 R22,(标配)285/35 R22,(标配)补胎工具,
67100,奥迪S6,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)255/35 R21,(标配)255/35 R21,(标配)非全尺寸,
61540,奥迪S6,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)255/35 R21,(标配)255/35 R21,(标配)非全尺寸,
57861,奥迪S7,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)255/35 R21,(标配)255/35 R21,(标配)非全尺寸,
65820,奥迪S7,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)255/35 R21,(标配)255/35 R21,(标配)非全尺寸,
65055,奥迪S7,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)275/35 R21,(标配)275/35 R21,(标配)非全尺寸,
55144,奥迪Q2L e-tron,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/55 R17,(标配)215/55 R17,(标配)无,
60410,奥迪RS e-tron GT,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)245/45 R20,(标配)285/40 R20,(标配)补胎工具,
59025,奥迪SQ5 Sportback,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)255/45 R20,(标配)255/45 R20,(标配)非全尺寸,
67867,奥迪SQ5 Sportback,(标配)通风盘式,(标配)通风盘式,(标配)电子驻车,(标配)255/45 R20,(标配)255/45 R20,(标配)非全尺寸,
72191,雅阁,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/50 R17,(标配)225/50 R17,(标配)非全尺寸,(标配)后备厢内
70027,雅阁,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/50 R17,(标配)225/50 R17,(标配)非全尺寸,(标配)后备厢内
70014,雅阁,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/45 R18,(标配)235/45 R18,(标配)非全尺寸,(标配)后备厢内
72256,雅阁,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/50 R17,(标配)225/50 R17,(标配)非全尺寸,(标配)后备厢内
70028,雅阁,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/50 R17,(标配)225/50 R17,(标配)非全尺寸,(标配)后备厢内
70026,雅阁,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/45 R18,(标配)235/45 R18,(标配)非全尺寸,(标配)后备厢内
72124,雅阁,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/40 R19,(标配)235/40 R19,(标配)非全尺寸,(标配)后备厢内
71939,本田CR-V,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/60 R18,(标配)235/60 R18,(标配)无,
63479,本田CR-V,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/60 R18,(标配)235/60 R18,(标配)无,
71936,本田CR-V,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/65 R17,(标配)235/65 R17,(标配)非全尺寸,
63480,本田CR-V,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/65 R17,(标配)235/65 R17,(标配)非全尺寸,
67569,本田CR-V,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/65 R17,(标配)235/65 R17,(标配)非全尺寸,
61271,本田CR-V,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/65 R17,(标配)235/65 R17,(标配)非全尺寸,
71938,本田CR-V,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/60 R18,(标配)235/60 R18,(标配)非全尺寸,
71942,本田CR-V,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/60 R18,(标配)235/60 R18,(标配)非全尺寸,
71937,本田CR-V,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/55 R19,(标配)235/55 R19,(标配)无,
71941,本田CR-V,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/60 R18,(标配)235/60 R18,(标配)无,
71940,本田CR-V,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/60 R18,(标配)235/60 R18,(标配)无,
67568,本田CR-V,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/55 R19,(标配)235/55 R19,(标配)无,
60767,思域,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/55 R16,(标配)215/55 R16,(标配)补胎工具,
59054,思域,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/55 R16,(标配)215/55 R16,(标配)补胎工具,
58217,思域,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/50 R17,(标配)215/50 R17,(标配)补胎工具,
53177,思域,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/50 R17,(标配)215/50 R17,(标配)补胎工具,
59067,思域,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/45 R18,(标配)225/45 R18,(标配)补胎工具,
72008,思域,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/55 R16,(标配)215/55 R16,(标配)补胎工具,
71955,思域,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/50 R17,(标配)215/50 R17,(标配)补胎工具,
53219,思域,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/45 R18,(标配)225/45 R18,(标配)补胎工具,
72011,思域,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/50 R17,(标配)215/50 R17,(标配)非全尺寸,
53268,思域,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/50 R17,(标配)215/50 R17,(标配)非全尺寸,
69138,思域,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/45 R18,(标配)225/45 R18,(标配)非全尺寸,
53266,思域,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/50 R17,(标配)215/50 R17,(标配)无,
59069,思域,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/45 R18,(标配)225/45 R18,(标配)无,
58216,思域,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/55 R16,(标配)215/55 R16,(标配)非全尺寸,
72009,思域,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/55 R16,(标配)215/55 R16,(标配)非全尺寸,
59068,思域,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/50 R17,(标配)215/50 R17,(标配)非全尺寸,
71954,思域,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/55 R16,(标配)215/55 R16,(标配)非全尺寸,
61020,思域,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/50 R17,(标配)215/50 R17,(标配)非全尺寸,
53267,思域,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/45 R18,(标配)225/45 R18,(标配)非全尺寸,
57610,思域,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/45 R18,(标配)225/45 R18,(标配)非全尺寸,
56676,思域,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/55 R16,(标配)215/55 R16,(标配)非全尺寸,
62373,思域,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/55 R16,(标配)215/55 R16,(标配)非全尺寸,
57576,思域,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/55 R16,(标配)215/55 R16,(标配)非全尺寸,
53265,思域,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/55 R16,(标配)215/55 R16,(标配)非全尺寸,
57577,思域,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/50 R17,(标配)215/50 R17,(标配)非全尺寸,
69140,思域,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/50 R17,(标配)215/50 R17,(标配)非全尺寸,
72010,思域,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/50 R17,(标配)215/50 R17,(标配)非全尺寸,
63458,奥德赛,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/60 R17,(标配)215/60 R17,(标配)无,
63455,奥德赛,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/60 R17,(标配)215/60 R17,(标配)无,
63453,奥德赛,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/60 R17,(标配)215/60 R17,(标配)无,
63457,奥德赛,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)无,
63454,奥德赛,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)无,
63459,奥德赛,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/60 R17,(标配)215/60 R17,(标配)无,
63456,奥德赛,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/60 R17,(标配)215/60 R17,(标配)无,
70326,皓影,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/65 R17,(标配)235/65 R17,,
70317,皓影,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/65 R17,(标配)235/65 R17,,
70319,皓影,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/65 R17,(标配)235/65 R17,,
70322,皓影,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/60 R18,(标配)235/60 R18,,
70325,皓影,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/55 R19,(标配)235/55 R19,,
70324,皓影,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/60 R18,(标配)235/60 R18,,
70323,皓影,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/60 R18,(标配)235/60 R18,,
70321,皓影,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/60 R18,(标配)235/60 R18,,
70320,皓影,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/60 R18,(标配)235/60 R18,,
70318,皓影,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/55 R19,(标配)235/55 R19,,
63833,艾力绅,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)无,
63832,艾力绅,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)无,
63830,艾力绅,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)无,
63831,艾力绅,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)无,
58225,型格,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/55 R16,(标配)215/55 R16,(标配)补胎工具,
60060,型格,(标配)通风盘式,(标配)盘式,(标配)电子驻车,"(标配)215/50 R17,(选配)225/45 R18","(标配)215/50 R17,(选配)225/45 R18",(标配)补胎工具,
62353,型格,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/45 R18,(标配)225/45 R18,(标配)补胎工具,
65960,型格,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/55 R16,(标配)215/55 R16,(标配)补胎工具,
60057,型格,(标配)通风盘式,(标配)盘式,(标配)电子驻车,"(标配)215/50 R17,(选配)225/45 R18","(标配)215/50 R17,(选配)225/45 R18",(标配)补胎工具,
61495,型格,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/50 R17,(标配)215/50 R17,(标配)补胎工具,
60062,型格,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/45 R18,(标配)225/45 R18,(标配)补胎工具,
72192,型格,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/50 R17,(标配)215/50 R17,(标配)非全尺寸,
72258,型格,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/50 R17,(标配)215/50 R17,(标配)非全尺寸,
72259,型格,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/45 R18,(标配)225/45 R18,(标配)非全尺寸,
62348,型格,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/45 R18,(标配)225/45 R18,(标配)非全尺寸,
62347,型格,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/50 R17,(标配)215/50 R17,(标配)非全尺寸,
58226,型格,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/45 R18,(标配)225/45 R18,(标配)非全尺寸,
62352,型格,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/50 R17,(标配)215/50 R17,(标配)非全尺寸,
72260,型格,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/50 R17,(标配)215/50 R17,(标配)非全尺寸,
60058,型格,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/45 R18,(标配)225/45 R18,(标配)非全尺寸,
72123,型格,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/45 R18,(标配)225/45 R18,(标配)非全尺寸,
62350,型格,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/55 R16,(标配)215/55 R16,(标配)非全尺寸,
58227,型格,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/55 R16,(标配)215/55 R16,(标配)非全尺寸,
62351,型格,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/55 R16,(标配)215/55 R16,(标配)非全尺寸,
72261,型格,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/50 R17,(标配)215/50 R17,(标配)非全尺寸,
72122,型格,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/50 R17,(标配)215/50 R17,(标配)非全尺寸,
60061,型格,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/50 R17,(标配)215/50 R17,(标配)非全尺寸,
62346,型格,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/45 R18,(标配)225/45 R18,(标配)非全尺寸,
62349,型格,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/45 R18,(标配)225/45 R18,(标配)非全尺寸,
71217,英仕派,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/45 R18,(标配)235/45 R18,(标配)非全尺寸,(标配)后备厢内
71216,英仕派,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)235/45 R18,(标配)235/45 R18,(标配)非全尺寸,(标配)后备厢内
71218,英仕派,(标配)通风盘式,(标配)盘式,(标配)电子驻车,"(标配)235/45 R18,(选配)235/40 R19","(标配)235/45 R18,(选配)235/40 R19",(标配)非全尺寸,(标配)后备厢内
62889,飞度,(标配)通风盘式,(标配)鼓式,(标配)手刹,(标配)185/60 R15,(标配)185/60 R15,(标配)非全尺寸,
65959,飞度,(标配)通风盘式,(标配)鼓式,(标配)手刹,(标配)185/60 R15,(标配)185/60 R15,(标配)非全尺寸,
62474,飞度,(标配)通风盘式,(标配)鼓式,(标配)手刹,(标配)185/60 R15,(标配)185/60 R15,(标配)非全尺寸,
62888,飞度,(标配)通风盘式,(标配)鼓式,(标配)手刹,(标配)185/55 R16,(标配)185/55 R16,(标配)非全尺寸,
62887,飞度,(标配)通风盘式,(标配)鼓式,(标配)手刹,(标配)185/60 R16,(标配)185/60 R16,(标配)非全尺寸,
62890,飞度,(标配)通风盘式,(标配)鼓式,(标配)手刹,(标配)185/60 R16,(标配)185/60 R16,(标配)非全尺寸,
64098,冠道,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/55 R19,(标配)245/55 R19,(标配)非全尺寸,
64093,冠道,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/55 R19,(标配)245/55 R19,(标配)非全尺寸,
64094,冠道,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/55 R19,(标配)245/55 R19,(标配)非全尺寸,
63965,冠道,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/55 R19,(标配)245/55 R19,(标配)非全尺寸,
64092,冠道,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/55 R19,(标配)245/55 R19,(标配)非全尺寸,
64097,冠道,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/55 R19,(标配)245/55 R19,(标配)非全尺寸,
64096,冠道,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/55 R19,(标配)245/55 R19,(标配)非全尺寸,
64095,冠道,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/55 R19,(标配)245/55 R19,(标配)非全尺寸,
65361,本田XR-V,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/60 R17,(标配)215/60 R17,(标配)非全尺寸,
64446,本田XR-V,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/60 R17,(标配)215/60 R17,(标配)非全尺寸,
64445,本田XR-V,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/60 R17,(标配)215/60 R17,(标配)非全尺寸,
64444,本田XR-V,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)215/60 R17,(标配)215/60 R17,(标配)非全尺寸,
64447,本田XR-V,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)225/50 R18,(标配)225/50 R18,(标配)非全尺寸,
69196,本田UR-V,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/55 R19,(标配)245/55 R19,(标配)非全尺寸,(标配)后备厢内
63511,本田UR-V,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/55 R19,(标配)245/55 R19,(标配)非全尺寸,(标配)后备厢内
63510,本田UR-V,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/55 R19,(标配)245/55 R19,(标配)非全尺寸,(标配)后备厢内
69197,本田UR-V,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/55 R19,(标配)245/55 R19,(标配)非全尺寸,(标配)后备厢内
63514,本田UR-V,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/55 R19,(标配)245/55 R19,(标配)非全尺寸,(标配)后备厢内
63512,本田UR-V,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/55 R19,(标配)245/55 R19,(标配)非全尺寸,(标配)后备厢内
63513,本田UR-V,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/55 R19,(标配)245/55 R19,(标配)非全尺寸,(标配)后备厢内
69198,本田UR-V,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/55 R19,(标配)245/55 R19,(标配)非全尺寸,(标配)后备厢内
69203,本田UR-V,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/55 R19,(标配)245/55 R19,(标配)非全尺寸,
69200,本田UR-V,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/55 R19,(标配)245/55 R19,(标配)非全尺寸,
69201,本田UR-V,(标配)通风盘式,(标配)盘式,(标配)电子驻车,(标配)245/55 R19,(标配)245/55 R19,(标配)非全尺寸,
