CAR_ID,品牌系列,天窗类型,前/后电动车窗,车窗一键升降功能,车窗防夹手功能,侧窗多层隔音玻璃,后风挡遮阳帘,后排侧窗遮阳帘,车内化妆镜,后雨刷,感应雨刷功能,后排侧隐私玻璃,可加热喷水嘴,星空天窗,光感天幕
69276,ID.4 X,"(选配)可开启全景天窗,(标配)不可开启全景天窗",前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
72043,ID.4 X,"(选配)可开启全景天窗,(标配)不可开启全景天窗",前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
66303,ID.4 X,"(选配)可开启全景天窗,(标配)不可开启全景天窗",前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,(选配),,
63282,途安,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
65378,途安,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
65377,途安,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
63118,途安,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
63117,途安,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
64849,探影,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(选配)雨量感应式,,,,
64850,探影,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(选配)雨量感应式,,,,
63094,途铠,,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾位,(标配)副驾驶",(标配),,,,,
60102,途铠,,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾位,(标配)副驾驶",(标配),,,,,
63565,途铠,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
63092,途铠,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
63093,途铠,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
50920,Arteon,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
65987,大众ID.7 VIZZION,(标配)不可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),(标配)全车,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
62442,大众ID.7 VIZZION,(标配)不可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),(标配)全车,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
62621,大众ID.7 VIZZION,(标配)不可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),(标配)全车,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,(选配),,(选配)
66190,大众ID.7 VIZZION,(标配)不可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),(标配)全车,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,(标配),,(标配)
50921,蔚揽,,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
50780,蔚揽,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
50922,蔚揽,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
67824,ID.6 CROZZ,(标配)不可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,(标配),,,
67826,ID.6 CROZZ,(标配)不可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,(标配),(选配),,
67825,ID.6 CROZZ,"(选配)可开启全景天窗,(标配)不可开启全景天窗",前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,(标配),(选配),,
64678,ID.6 CROZZ,"(选配)可开启全景天窗,(标配)不可开启全景天窗",前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,(标配),(标配),,
62714,ID.6 X,(标配)不可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
62716,ID.6 X,"(选配)可开启全景天窗,(标配)不可开启全景天窗",前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,(选配),,
62715,ID.6 X,"(选配)可开启全景天窗,(标配)不可开启全景天窗",前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,(选配),,
69354,途观X,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
70633,ID.UNYX 与众,(标配)不可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
69174,ID.UNYX 与众,(标配)不可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
69173,ID.UNYX 与众,(标配)不可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
67640,探岳X,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
62195,探岳X,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
58500,探岳X,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
59533,帕萨特新能源,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
59532,帕萨特新能源,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,(标配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
54800,迈腾GTE插电混动,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
54801,迈腾GTE插电混动,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,(标配),(标配),,
59087,途观L新能源,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
59086,途观L新能源,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
55512,途锐新能源,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
66573,探岳GTE插电混动,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),,,,,
71531,奥迪A6L,(标配)分段式电动天窗,前(标配) / 后(标配),(标配)全车,(标配),(选配)全车,(选配),,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,(选配),,,
71530,奥迪A6L,(标配)分段式电动天窗,前(标配) / 后(标配),(标配)全车,(标配),(选配)全车,(选配),,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,(选配),,,
72049,奥迪A6L,(标配)分段式电动天窗,前(标配) / 后(标配),(标配)全车,(标配),(选配)全车,(选配),,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,(选配),,,
71526,奥迪A6L,(标配)分段式电动天窗,前(标配) / 后(标配),(标配)全车,(标配),(选配)全车,(选配),,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,(选配),,,
71527,奥迪A6L,(标配)分段式电动天窗,前(标配) / 后(标配),(标配)全车,(标配),(选配)全车,(标配),,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,(选配),,,
71995,奥迪A6L,(标配)分段式电动天窗,前(标配) / 后(标配),(标配)全车,(标配),(标配)全车,(标配),,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,(标配),,,
71528,奥迪A6L,(标配)分段式电动天窗,前(标配) / 后(标配),(标配)全车,(标配),(标配)全车,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,(标配),,,
65347,奥迪Q5L,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
68853,奥迪Q5L,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
68852,奥迪Q5L,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
68851,奥迪Q5L,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
65348,奥迪Q5L,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
65351,奥迪Q5L,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,(标配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
71980,奥迪Q5L,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
71981,奥迪Q5L,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,(标配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
71982,奥迪Q5L,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
71979,奥迪Q5L,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
68854,奥迪Q5L,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
65349,奥迪Q5L,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
65350,奥迪Q5L,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,(标配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
65000,奥迪A4L,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,(选配),(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
69124,奥迪A4L,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,(选配),(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
65293,奥迪A4L,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,(选配),(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
65296,奥迪A4L,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,(选配),(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
69123,奥迪A4L,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,(选配),(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
65295,奥迪A4L,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,(选配),(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
69122,奥迪A4L,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,(选配),(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
65294,奥迪A4L,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,(选配),(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
69125,奥迪A4L,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,(选配),(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
70481,奥迪Q7,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,(选配),,,
68679,奥迪Q7,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,(选配),,,
68681,奥迪Q7,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,(选配),,,
68682,奥迪Q7,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,(选配),,,
68680,奥迪Q7,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,(标配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,(选配),,,
70931,奥迪Q7,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,(选配),,,
70483,奥迪Q7,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,(选配),,,
70480,奥迪Q7,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,(选配),,,
70482,奥迪Q7,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,(标配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,(选配),,,
68726,奥迪A3,,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
70232,奥迪A3,(标配)电动天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
64853,奥迪A3,(标配)电动天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
64858,奥迪A3,,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
69761,奥迪A3,(标配)电动天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
64854,奥迪A3,(标配)电动天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
64856,奥迪A3,,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
64859,奥迪A3,,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
69763,奥迪A3,(标配)电动天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
64857,奥迪A3,(标配)电动天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
64861,奥迪A3,(标配)电动天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
70233,奥迪A3,(标配)电动天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
64864,奥迪A3,(标配)电动天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,,,,
64863,奥迪A3,,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
64862,奥迪A3,,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
64855,奥迪A3,(标配)电动天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
69762,奥迪A3,(标配)电动天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
64860,奥迪A3,(标配)电动天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
64865,奥迪A3,(标配)电动天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
64866,奥迪A3,(标配)电动天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
66886,奥迪A7L,(标配)电动天窗,前(标配) / 后(标配),(标配)全车,(标配),(选配)全车,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,(选配),,,
66755,奥迪A7L,(标配)电动天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
66790,奥迪A7L,(标配)电动天窗,前(标配) / 后(标配),(标配)全车,(标配),(标配)全车,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,(标配),,,
66891,奥迪A7L,(标配)电动天窗,前(标配) / 后(标配),(标配)全车,(标配),(标配)全车,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,(标配),,,
66890,奥迪A7L,(标配)电动天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,,,,
66887,奥迪A7L,(标配)电动天窗,前(标配) / 后(标配),(标配)全车,(标配),(选配)全车,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,(选配),(选配),,
66889,奥迪A7L,(标配)电动天窗,前(标配) / 后(标配),(标配)全车,(标配),(选配)全车,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",,(标配)雨量感应式,(选配),(选配),,
65482,奥迪A8,(标配)分段式电动天窗,前(标配) / 后(标配),(标配)全车,(标配),"(选配)前排,(选配)后排",(标配),(标配)电动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯,(标配)后排+照明灯",,(标配)雨量感应式,(选配),,,
64041,奥迪A8,(标配)分段式电动天窗,前(标配) / 后(标配),(标配)全车,(标配),"(选配)前排,(选配)后排",(标配),(标配)电动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯,(标配)后排+照明灯",,(标配)雨量感应式,(选配),,,
70490,奥迪A8,(标配)分段式电动天窗,前(标配) / 后(标配),(标配)全车,(标配),"(标配)前排,(标配)后排",(标配),(标配)电动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯,(标配)后排+照明灯",,(标配)雨量感应式,(选配),,,
64046,奥迪A8,(标配)分段式电动天窗,前(标配) / 后(标配),(标配)全车,(标配),"(标配)前排,(标配)后排",(标配),(标配)电动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯,(标配)后排+照明灯",,(标配)雨量感应式,,,,
70485,奥迪A8,(标配)分段式电动天窗,前(标配) / 后(标配),(标配)全车,(标配),"(标配)前排,(标配)后排",(标配),(标配)电动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯,(标配)后排+照明灯",,(标配)雨量感应式,,,,
64045,奥迪A8,(标配)分段式电动天窗,前(标配) / 后(标配),(标配)全车,(标配),(选配)全车,(标配),(标配)电动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯,(标配)后排+照明灯",,(标配)雨量感应式,(选配),,,
67356,奥迪A8,(标配)分段式电动天窗,前(标配) / 后(标配),(标配)全车,(标配),(选配)全车,(标配),(标配)电动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯,(标配)后排+照明灯",,(标配)雨量感应式,(选配),,,
64043,奥迪A8,(标配)分段式电动天窗,前(标配) / 后(标配),(标配)全车,(标配),(标配)全车,(标配),(标配)电动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯,(标配)后排+照明灯",,(标配)雨量感应式,(选配),,,
70489,奥迪A8,(标配)分段式电动天窗,前(标配) / 后(标配),(标配)全车,(标配),(标配)全车,(标配),(标配)电动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯,(标配)后排+照明灯",,(标配)雨量感应式,(选配),,,
70484,奥迪A8,(标配)分段式电动天窗,前(标配) / 后(标配),(标配)全车,(标配),(标配)全车,(标配),(标配)电动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯,(标配)后排+照明灯",,(标配)雨量感应式,,,,
64042,奥迪A8,(标配)分段式电动天窗,前(标配) / 后(标配),(标配)全车,(标配),(标配)全车,(标配),(标配)电动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯,(标配)后排+照明灯",,(标配)雨量感应式,,,,
64047,奥迪A8,(标配)分段式电动天窗,前(标配) / 后(标配),(标配)全车,(标配),(标配)全车,(标配),(标配)电动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯,(标配)后排+照明灯",,(标配)雨量感应式,,,,
70487,奥迪A8,(标配)分段式电动天窗,前(标配) / 后(标配),(标配)全车,(标配),(标配)全车,(标配),(标配)电动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯,(标配)后排+照明灯",,(标配)雨量感应式,(标配),,,
64044,奥迪A8,(标配)分段式电动天窗,前(标配) / 后(标配),(标配)全车,(标配),(标配)全车,(标配),(标配)电动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯,(标配)后排+照明灯",,(标配)雨量感应式,,,,
70865,奥迪A6(进口),(标配)分段式电动天窗,前(标配) / 后(标配),(标配)全车,(标配),(选配)全车,,(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,(选配),(选配),,
70866,奥迪A6(进口),(标配)分段式电动天窗,前(标配) / 后(标配),(标配)全车,(标配),(选配)全车,,(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,(选配),(选配),,
69186,奥迪A6(进口),(标配)分段式电动天窗,前(标配) / 后(标配),(标配)全车,(标配),(选配)全车,,(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,(选配),(选配),,
65706,奥迪A6(进口),(标配)分段式电动天窗,前(标配) / 后(标配),(标配)全车,(标配),(选配)全车,,(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,(选配),(选配),,
65707,奥迪A6(进口),(标配)分段式电动天窗,前(标配) / 后(标配),(标配)全车,(标配),(选配)全车,,(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,(选配),(选配),,
69185,奥迪A6(进口),(标配)分段式电动天窗,前(标配) / 后(标配),(标配)全车,(标配),(选配)全车,,(选配)手动,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,(选配),(选配),,
65002,奥迪Q3,(标配)可开启全景天窗,前(标配) / 后(标配),(标配)全车,(标配),,,,"(标配)主驾驶+照明灯,(标配)副驾驶+照明灯",(标配),(标配)雨量感应式,(选配),,,
