CAR_ID,品牌系列,驱动方式,四驱形式,中央差速器结构,前悬架类型,后悬架类型,助力类型,车体结构
66270,奥迪RS 5,(标配)前置四驱,(标配)全时四驱,(标配)机械扭矩限滑差速器,(标配)五连杆式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
66271,奥迪RS 5,(标配)前置四驱,(标配)全时四驱,(标配)机械扭矩限滑差速器,(标配)五连杆式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
66272,奥迪RS 5,(标配)前置四驱,(标配)全时四驱,(标配)机械扭矩限滑差速器,(标配)五连杆式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
63435,奥迪SQ5,(标配)前置四驱,(标配)全时四驱,(标配)机械扭矩限滑差速器,(标配)五连杆式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
66921,奥迪SQ5,(标配)前置四驱,(标配)全时四驱,(标配)机械扭矩限滑差速器,(标配)五连杆式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
64048,奥迪S8,(标配)前置四驱,(标配)全时四驱,(标配)机械扭矩限滑差速器,(标配)多连杆式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
70491,奥迪S8,(标配)前置四驱,(标配)全时四驱,(标配)机械扭矩限滑差速器,(标配)多连杆式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
63981,奥迪Q3 Sportback,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
63979,奥迪Q3 Sportback,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
63982,奥迪Q3 Sportback,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
63975,奥迪Q3 Sportback,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
63980,奥迪Q3 Sportback,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
63692,奥迪e-tron GT,(标配)双电机四驱,(标配)电动四驱,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
65368,奥迪SQ7,(标配)前置四驱,(标配)全时四驱,(标配)机械扭矩限滑差速器,(标配)多连杆式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
68828,奥迪SQ7,(标配)前置四驱,(标配)全时四驱,(标配)机械扭矩限滑差速器,(标配)多连杆式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
67100,奥迪S6,(标配)前置四驱,(标配)全时四驱,(标配)机械扭矩限滑差速器,(标配)五连杆式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
61540,奥迪S6,(标配)前置四驱,(标配)全时四驱,(标配)机械扭矩限滑差速器,(标配)五连杆式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
57861,奥迪S7,(标配)前置四驱,(标配)全时四驱,(标配)机械扭矩限滑差速器,(标配)多连杆式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
65820,奥迪S7,(标配)前置四驱,(标配)全时四驱,(标配)机械扭矩限滑差速器,(标配)多连杆式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
65055,奥迪S7,(标配)前置四驱,(标配)全时四驱,(标配)机械扭矩限滑差速器,(标配)多连杆式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
55144,奥迪Q2L e-tron,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
60410,奥迪RS e-tron GT,(标配)双电机四驱,(标配)电动四驱,,(标配)双叉臂式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
59025,奥迪SQ5 Sportback,(标配)前置四驱,(标配)全时四驱,(标配)机械扭矩限滑差速器,(标配)五连杆式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
67867,奥迪SQ5 Sportback,(标配)前置四驱,(标配)全时四驱,(标配)机械扭矩限滑差速器,(标配)五连杆式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
72191,雅阁,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
70027,雅阁,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
70014,雅阁,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
72256,雅阁,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
70028,雅阁,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
70026,雅阁,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
72124,雅阁,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71939,本田CR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
63479,本田CR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71936,本田CR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
63480,本田CR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
67569,本田CR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
61271,本田CR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71938,本田CR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71942,本田CR-V,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71937,本田CR-V,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71941,本田CR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71940,本田CR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
67568,本田CR-V,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
60767,思域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
59054,思域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
58217,思域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
53177,思域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
59067,思域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
72008,思域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71955,思域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
53219,思域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
72011,思域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
53268,思域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
69138,思域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
53266,思域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
59069,思域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
58216,思域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
72009,思域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
59068,思域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71954,思域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
61020,思域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
53267,思域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
57610,思域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
56676,思域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
62373,思域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
57576,思域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
53265,思域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
57577,思域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
69140,思域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
72010,思域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
63458,奥德赛,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
63455,奥德赛,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
63453,奥德赛,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
63457,奥德赛,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
63454,奥德赛,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
63459,奥德赛,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
63456,奥德赛,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
70326,皓影,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
70317,皓影,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
70319,皓影,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
70322,皓影,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
70325,皓影,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
70324,皓影,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
70323,皓影,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
70321,皓影,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
70320,皓影,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
70318,皓影,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
63833,艾力绅,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
63832,艾力绅,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
63830,艾力绅,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
63831,艾力绅,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
58225,型格,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
60060,型格,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
62353,型格,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
65960,型格,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
60057,型格,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
61495,型格,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
60062,型格,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
72192,型格,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
72258,型格,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
72259,型格,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
62348,型格,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
62347,型格,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
58226,型格,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
62352,型格,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
72260,型格,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
60058,型格,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
72123,型格,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
62350,型格,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
58227,型格,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
62351,型格,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
72261,型格,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
72122,型格,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
60061,型格,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
62346,型格,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
62349,型格,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71217,英仕派,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71216,英仕派,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
71218,英仕派,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
62889,飞度,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
65959,飞度,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
62474,飞度,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
62888,飞度,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
62887,飞度,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
62890,飞度,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
64098,冠道,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
64093,冠道,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
64094,冠道,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
63965,冠道,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
64092,冠道,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
64097,冠道,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
64096,冠道,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
64095,冠道,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
65361,本田XR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
64446,本田XR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
64445,本田XR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
64444,本田XR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
64447,本田XR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
69196,本田UR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
63511,本田UR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
63510,本田UR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
69197,本田UR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
63514,本田UR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
63512,本田UR-V,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
63513,本田UR-V,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
69198,本田UR-V,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
69203,本田UR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
69200,本田UR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
69201,本田UR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
63509,本田UR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
69199,本田UR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
69202,本田UR-V,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
63497,本田UR-V,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
54076,本田UR-V,(标配)前置四驱,(标配)适时四驱,(标配)多片离合器,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
58208,本田HR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
58207,本田HR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
62493,本田HR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
62490,本田HR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
62492,本田HR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
62494,本田HR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
58209,本田HR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
67567,本田HR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
60968,本田HR-V,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
63162,雅阁新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
66585,雅阁新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
61278,雅阁新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
63163,雅阁新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
72619,广汽Honda P7,(标配)后置后驱,,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71067,广汽Honda P7,(标配)后置后驱,,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
67766,广汽Honda P7,(标配)双电机四驱,(标配)电动四驱,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
69876,缤智,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
58214,缤智,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
58212,缤智,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
61952,缤智,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
58213,缤智,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
63257,凌派,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
63260,凌派,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
63259,凌派,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
63258,凌派,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
63255,凌派,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
63256,凌派,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
67767,东风本田S7,(标配)后置后驱,,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
71976,东风本田S7,(标配)双电机四驱,(标配)电动四驱,,(标配)双叉臂式独立悬架,(标配)五连杆式独立悬架,(标配)电动助力,承载式
61017,思域(进口),(标配)前置前驱,,,(标配)双轴支柱式麦弗逊独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
59442,本田CR-V新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
59426,本田CR-V新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
59443,本田CR-V新能源,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
61233,LIFE,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
61230,LIFE,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
61232,LIFE,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
61231,LIFE,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
56263,享域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
56261,享域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
56245,享域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
56264,享域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
56262,享域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
56266,享域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
56265,享域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
56243,享域,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)扭力梁式非独立悬架,(标配)电动助力,承载式
60089,ZR-V 致在,(标配)前置前驱,,,(标配)麦弗逊式独立悬架,(标配)多连杆式独立悬架,(标配)电动助力,承载式
