CAR_ID,品牌系列,外后视镜功能,电子外后视镜功能
70121,凌渡,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
60621,凌渡,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
64556,凌渡,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
70123,凌渡,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
64932,凌渡,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
63096,Polo,"(标配)电动调节,(标配)后视镜加热",
63097,Polo,"(标配)电动调节,(标配)后视镜加热",
63095,Polo,"(标配)电动调节,(标配)后视镜加热",
62295,Polo,"(标配)电动调节,(标配)后视镜加热",
63047,Polo,"(标配)电动调节,(标配)后视镜加热",
61859,高尔夫GTI,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
67314,高尔夫GTI,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
71027,T-ROC探歌,"(标配)电动调节,(标配)后视镜加热",
71026,T-ROC探歌,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
72574,T-ROC探歌,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
72576,T-ROC探歌,"(标配)电动调节,(标配)后视镜加热",
71025,T-ROC探歌,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
72575,T-ROC探歌,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
70812,ID.4 CROZZ,"(标配)电动调节,(标配)后视镜加热",
71288,ID.4 CROZZ,"(标配)电动调节,(标配)后视镜加热",
71287,ID.4 CROZZ,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
71289,ID.4 CROZZ,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
66302,ID.4 X,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
66304,ID.4 X,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
69275,ID.4 X,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
69274,ID.4 X,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
66305,ID.4 X,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
69276,ID.4 X,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
72043,ID.4 X,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
66303,ID.4 X,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
63282,途安,"(标配)电动调节,(标配)后视镜加热",
65378,途安,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
65377,途安,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
63118,途安,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
63117,途安,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
64849,探影,"(标配)电动调节,(选配)电动折叠,(标配)后视镜加热,(选配)倒车自动下翻,(选配)锁车自动折叠",
64850,探影,"(标配)电动调节,(选配)电动折叠,(标配)后视镜加热,(选配)倒车自动下翻,(选配)锁车自动折叠",
63094,途铠,(标配)电动调节,
60102,途铠,(标配)电动调节,
63565,途铠,"(标配)电动调节,(标配)后视镜加热",
63092,途铠,"(标配)电动调节,(标配)后视镜加热",
63093,途铠,"(标配)电动调节,(标配)后视镜加热",
50920,Arteon,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
65987,大众ID.7 VIZZION,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)锁车自动折叠",
62442,大众ID.7 VIZZION,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)锁车自动折叠",
62621,大众ID.7 VIZZION,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)锁车自动折叠",
66190,大众ID.7 VIZZION,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)锁车自动折叠",
50921,蔚揽,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
50780,蔚揽,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
50922,蔚揽,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
67824,ID.6 CROZZ,"(标配)电动调节,(标配)后视镜加热",
67826,ID.6 CROZZ,"(标配)电动调节,(标配)后视镜加热",
67825,ID.6 CROZZ,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
64678,ID.6 CROZZ,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
62714,ID.6 X,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
62716,ID.6 X,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
62715,ID.6 X,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
69354,途观X,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)锁车自动折叠",
70633,ID.UNYX 与众,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
69174,ID.UNYX 与众,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
69173,ID.UNYX 与众,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
67640,探岳X,"(标配)电动调节,(标配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
62195,探岳X,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
58500,探岳X,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
59533,帕萨特新能源,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)锁车自动折叠",
59532,帕萨特新能源,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
54800,迈腾GTE插电混动,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)锁车自动折叠",
54801,迈腾GTE插电混动,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
59087,途观L新能源,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
59086,途观L新能源,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
55512,途锐新能源,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
66573,探岳GTE插电混动,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
71531,奥迪A6L,"(标配)电动调节,(标配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(选配)自动防眩目",
71530,奥迪A6L,"(标配)电动调节,(标配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(选配)自动防眩目",
72049,奥迪A6L,"(标配)电动调节,(标配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(选配)自动防眩目",
71526,奥迪A6L,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
71527,奥迪A6L,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
71995,奥迪A6L,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
71528,奥迪A6L,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
65347,奥迪Q5L,"(标配)电动调节,(标配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(选配)自动防眩目",
68853,奥迪Q5L,"(标配)电动调节,(标配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
68852,奥迪Q5L,"(标配)电动调节,(标配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(选配)自动防眩目",
68851,奥迪Q5L,"(标配)电动调节,(标配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
65348,奥迪Q5L,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
65351,奥迪Q5L,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
71980,奥迪Q5L,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
71981,奥迪Q5L,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
71982,奥迪Q5L,"(标配)电动调节,(标配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(选配)自动防眩目",
71979,奥迪Q5L,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
68854,奥迪Q5L,"(标配)电动调节,(标配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
65349,奥迪Q5L,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
65350,奥迪Q5L,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
65000,奥迪A4L,"(标配)电动调节,(标配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(选配)自动防眩目",
69124,奥迪A4L,"(标配)电动调节,(标配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
65293,奥迪A4L,"(标配)电动调节,(标配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
65296,奥迪A4L,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
69123,奥迪A4L,"(标配)电动调节,(标配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(选配)自动防眩目",
65295,奥迪A4L,"(标配)电动调节,(标配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
69122,奥迪A4L,"(标配)电动调节,(标配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
65294,奥迪A4L,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
69125,奥迪A4L,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
70481,奥迪Q7,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
68679,奥迪Q7,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
68681,奥迪Q7,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
68682,奥迪Q7,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
68680,奥迪Q7,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
70931,奥迪Q7,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
70483,奥迪Q7,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
70480,奥迪Q7,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
70482,奥迪Q7,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
68726,奥迪A3,"(标配)电动调节,(选配)电动折叠,(标配)后视镜加热,(选配)倒车自动下翻,(选配)锁车自动折叠",
70232,奥迪A3,"(标配)电动调节,(选配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(选配)倒车自动下翻,(选配)锁车自动折叠,(选配)自动防眩目",
64853,奥迪A3,"(标配)电动调节,(标配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
64858,奥迪A3,"(标配)电动调节,(选配)电动折叠,(标配)后视镜加热,(选配)倒车自动下翻,(选配)锁车自动折叠,(选配)自动防眩目",
69761,奥迪A3,"(标配)电动调节,(选配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(选配)倒车自动下翻,(选配)锁车自动折叠,(选配)自动防眩目",
64854,奥迪A3,"(标配)电动调节,(标配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
64856,奥迪A3,"(标配)电动调节,(选配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(选配)倒车自动下翻,(选配)锁车自动折叠,(选配)自动防眩目",
64859,奥迪A3,"(标配)电动调节,(选配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(选配)倒车自动下翻,(选配)锁车自动折叠,(选配)自动防眩目",
69763,奥迪A3,"(标配)电动调节,(选配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(选配)倒车自动下翻,(选配)锁车自动折叠,(选配)自动防眩目",
64857,奥迪A3,"(标配)电动调节,(选配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(选配)倒车自动下翻,(选配)锁车自动折叠,(选配)自动防眩目",
64861,奥迪A3,"(标配)电动调节,(标配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(选配)自动防眩目",
70233,奥迪A3,"(标配)电动调节,(标配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(选配)自动防眩目",
64864,奥迪A3,"(标配)电动调节,(选配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(选配)倒车自动下翻,(选配)锁车自动折叠,(选配)自动防眩目",
64863,奥迪A3,"(标配)电动调节,(选配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(选配)倒车自动下翻,(选配)锁车自动折叠,(选配)自动防眩目",
64862,奥迪A3,"(标配)电动调节,(选配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(选配)倒车自动下翻,(选配)锁车自动折叠,(选配)自动防眩目",
64855,奥迪A3,"(标配)电动调节,(选配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(选配)倒车自动下翻,(选配)锁车自动折叠,(选配)自动防眩目",
69762,奥迪A3,"(标配)电动调节,(选配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(选配)倒车自动下翻,(选配)锁车自动折叠,(选配)自动防眩目",
64860,奥迪A3,"(标配)电动调节,(标配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(选配)自动防眩目",
64865,奥迪A3,"(标配)电动调节,(标配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(选配)自动防眩目",
64866,奥迪A3,"(标配)电动调节,(选配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(选配)倒车自动下翻,(选配)锁车自动折叠,(选配)自动防眩目",
66886,奥迪A7L,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
66755,奥迪A7L,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
66790,奥迪A7L,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
66891,奥迪A7L,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
66890,奥迪A7L,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
66887,奥迪A7L,"(标配)电动调节,(标配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(选配)自动防眩目",
66889,奥迪A7L,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
65482,奥迪A8,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
64041,奥迪A8,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
70490,奥迪A8,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
64046,奥迪A8,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
70485,奥迪A8,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
64045,奥迪A8,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
67356,奥迪A8,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
64043,奥迪A8,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
70489,奥迪A8,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
70484,奥迪A8,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
64042,奥迪A8,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
64047,奥迪A8,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
70487,奥迪A8,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
64044,奥迪A8,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(标配)自动防眩目",
70865,奥迪A6(进口),"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(选配)自动防眩目",
70866,奥迪A6(进口),"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(选配)自动防眩目",
69186,奥迪A6(进口),"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(选配)自动防眩目",
65706,奥迪A6(进口),"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(选配)自动防眩目",
65707,奥迪A6(进口),"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(选配)自动防眩目",
69185,奥迪A6(进口),"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(选配)自动防眩目",
65002,奥迪Q3,"(标配)电动调节,(选配)电动折叠,(标配)后视镜加热,(选配)锁车自动折叠,(选配)自动防眩目",
63974,奥迪Q3,"(标配)电动调节,(选配)电动折叠,(标配)后视镜加热,(选配)锁车自动折叠,(选配)自动防眩目",
63985,奥迪Q3,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(选配)自动防眩目",
63983,奥迪Q3,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(选配)自动防眩目",
63986,奥迪Q3,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(选配)自动防眩目",
63984,奥迪Q3,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(选配)自动防眩目",
63988,奥迪Q3,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(选配)自动防眩目",
63989,奥迪Q3,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(选配)自动防眩目",
63987,奥迪Q3,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(选配)自动防眩目",
63724,奥迪Q3,"(标配)电动调节,(标配)电动折叠,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠,(选配)自动防眩目",
64926,奥迪Q6,"(标配)电动调节,(标配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
66295,奥迪Q6,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
64920,奥迪Q6,"(标配)电动调节,(标配)电动折叠,(选配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
64916,奥迪Q6,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
64915,奥迪Q6,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
64925,奥迪Q6,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
66294,奥迪Q6,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
64913,奥迪Q6,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
64919,奥迪Q6,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
64918,奥迪Q6,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
64922,奥迪Q6,"(标配)电动调节,(标配)电动折叠,(标配)后视镜记忆,(标配)后视镜加热,(标配)倒车自动下翻,(标配)锁车自动折叠",
