CAR_ID,品牌系列,发动机型号,排量_mL,排量_L,进气形式,发动机布局,气缸排列形式,气缸数_个,每缸气门数_个,配气机构,最大马力_Ps,最大功率_kW,最大功率转速_rpm,最大扭矩_N_m,最大扭矩转速_rpm,最大净功率_kW,能源类型,燃油标号,供油方式,缸盖材料,缸体材料,环保标准,最低燃油标号,压缩比,缸径_mm,行程_mm,发动机特有技术
63986,奥迪Q3,DSV,1498,1.5,涡轮增压,横置,L,4,4,DOHC,160,118,5500,250,1750-4000,118,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
63984,奥迪Q3,DTH,1984,2.0,涡轮增压,横置,L,4,4,DOHC,186,137,4150-6000,320,1600-4050,137,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
63988,奥迪Q3,DTH,1984,2.0,涡轮增压,横置,L,4,4,DOHC,186,137,4150-6000,320,1600-4050,137,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
63989,奥迪Q3,DTH,1984,2.0,涡轮增压,横置,L,4,4,DOHC,186,137,4150-6000,320,1600-4050,137,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
63987,奥迪Q3,DTJ,1984,2.0,涡轮增压,横置,L,4,4,DOHC,220,162,4900-6700,350,1600-4300,162,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
63724,奥迪Q3,DTJ,1984,2.0,涡轮增压,横置,L,4,4,DOHC,220,162,4900-6700,350,1600-4300,162,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
64926,奥迪Q6,EA888-DVL,1984,2.0,涡轮增压,横置,L,4,4,DOHC,231,170,无,370,无,170,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
66295,奥迪Q6,EA888-DVL,1984,2.0,涡轮增压,横置,L,4,4,DOHC,231,170,无,370,无,170,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
64920,奥迪Q6,EA888-DVL,1984,2.0,涡轮增压,横置,L,4,4,DOHC,231,170,无,370,无,170,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
64916,奥迪Q6,EA888-DVL,1984,2.0,涡轮增压,横置,L,4,4,DOHC,231,170,无,370,无,170,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
64915,奥迪Q6,EA888-DVL,1984,2.0,涡轮增压,横置,L,4,4,DOHC,265,195,无,400,无,195,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
64925,奥迪Q6,EA888-DVL,1984,2.0,涡轮增压,横置,L,4,4,DOHC,265,195,无,400,无,195,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
66294,奥迪Q6,EA888-DVL,1984,2.0,涡轮增压,横置,L,4,4,DOHC,265,195,无,400,无,195,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
64913,奥迪Q6,EA888-DVL,1984,2.0,涡轮增压,横置,L,4,4,DOHC,265,195,无,400,无,195,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
64919,奥迪Q6,EA888-DVL,1984,2.0,涡轮增压,横置,L,4,4,DOHC,265,195,无,400,无,195,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
64918,奥迪Q6,EA888-DVL,1984,2.0,涡轮增压,横置,L,4,4,DOHC,265,195,无,400,无,195,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
64922,奥迪Q6,EA888-DVL,1984,2.0,涡轮增压,横置,L,4,4,DOHC,265,195,无,400,无,195,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
64917,奥迪Q6,EA390-DME,2492,2.5,涡轮增压,横置,V,6,4,DOHC,299,220,无,500,无,220,汽油,95号,直喷,铝合金,未知,国VI,无,无,无,无,无
64914,奥迪Q6,EA390-DME,2492,2.5,涡轮增压,横置,V,6,4,DOHC,299,220,无,500,无,220,汽油,95号,直喷,铝合金,未知,国VI,无,无,无,无,无
64921,奥迪Q6,EA888-DVL,1984,2.0,涡轮增压,横置,L,4,4,DOHC,265,195,无,400,无,195,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
64927,奥迪Q6,EA888-DVL,1984,2.0,涡轮增压,横置,L,4,4,DOHC,265,195,无,400,无,195,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
65914,奥迪Q6,EA888-DVL,1984,2.0,涡轮增压,横置,L,4,4,DOHC,265,195,无,400,无,195,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
64923,奥迪Q6,EA888-DVL,1984,2.0,涡轮增压,横置,L,4,4,DOHC,265,195,无,400,无,195,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
64928,奥迪Q6,EA390-DME,2492,2.5,涡轮增压,横置,V,6,4,DOHC,299,220,无,500,无,220,汽油,95号,直喷,铝合金,未知,国VI,无,无,无,无,无
64924,奥迪Q6,EA390-DME,2492,2.5,涡轮增压,横置,V,6,4,DOHC,299,220,无,500,无,220,汽油,95号,直喷,铝合金,未知,国VI,无,无,无,无,无
70824,奥迪A7,DMT,1984,2.0,涡轮增压,纵置,L,4,4,DOHC,204,150,无,320,无,150,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
70823,奥迪A7,DMT,1984,2.0,涡轮增压,纵置,L,4,4,DOHC,265,195,无,370,无,195,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
65818,奥迪A7,DLZ,2995,3.0,涡轮增压,纵置,V,6,4,DOHC,340,250,无,500,无,250,汽油+48V轻混系统,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
65819,奥迪A7,DMT,1984,2.0,涡轮增压,纵置,L,4,4,DOHC,204,150,无,320,无,150,汽油,95号,混合喷射,铝合金,铸铁,国VI,无,无,无,无,无
65855,奥迪A7,DMT,1984,2.0,涡轮增压,纵置,L,4,4,DOHC,265,195,无,370,无,195,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
70825,奥迪A7,DLZ,2995,3.0,涡轮增压,纵置,V,6,4,DOHC,340,250,无,500,无,250,汽油+48V轻混系统,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
66015,奥迪A5(进口),DMS,1984,2.0,涡轮增压,纵置,L,4,4,DOHC,204,150,无,320,无,150,汽油,95号,混合喷射,铝合金,铸铁,国VI,无,无,无,无,无
66014,奥迪A5(进口),DMS,1984,2.0,涡轮增压,纵置,L,4,4,DOHC,204,150,无,320,无,150,汽油,95号,混合喷射,铝合金,铸铁,国VI,无,无,无,无,无
66013,奥迪A5(进口),DMT,1984,2.0,涡轮增压,纵置,L,4,4,DOHC,265,195,无,370,无,195,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
66011,奥迪A5(进口),DMS,1984,2.0,涡轮增压,纵置,L,4,4,DOHC,204,150,无,320,无,150,汽油,95号,混合喷射,铝合金,铸铁,国VI,无,无,无,无,无
66012,奥迪A5(进口),DMS,1984,2.0,涡轮增压,纵置,L,4,4,DOHC,204,150,无,320,无,150,汽油,95号,混合喷射,铝合金,铸铁,国VI,无,无,无,无,无
71277,奥迪Q2L,DSV,1498,1.5,涡轮增压,横置,L,4,4,DOHC,160,118,5500,250,1750-4000,118,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
70132,奥迪Q2L,DSV,1498,1.5,涡轮增压,横置,L,4,4,DOHC,160,118,5500,250,1750-4000,118,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
71275,奥迪Q2L,DSV,1498,1.5,涡轮增压,横置,L,4,4,DOHC,160,118,5500,250,1750-4000,118,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
70131,奥迪Q2L,DSV,1498,1.5,涡轮增压,横置,L,4,4,DOHC,160,118,5500,250,1750-4000,118,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
71276,奥迪Q2L,DSV,1498,1.5,涡轮增压,横置,L,4,4,DOHC,160,118,5500,250,1750-4000,118,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
71274,奥迪Q2L,DSV,1498,1.5,涡轮增压,横置,L,4,4,DOHC,160,118,5500,250,1750-4000,118,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
71273,奥迪Q2L,DSV,1498,1.5,涡轮增压,横置,L,4,4,DOHC,160,118,5500,250,1750-4000,118,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
69018,奥迪Q8,DUV,1995,2.0,涡轮增压,纵置,L,4,4,DOHC,265,195,5000-6500,370,1600-4300,195,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
64630,奥迪Q8,DCB,2995,3.0,涡轮增压,纵置,V,6,4,DOHC,340,250,5200-6400,500,1370-4500,250,汽油+48V轻混系统,95号,混合喷射,铝合金,铝合金,国VI,无,无,无,无,无
69019,奥迪Q8,DCB,2995,3.0,涡轮增压,纵置,V,6,4,DOHC,340,250,5200-6400,500,1370-4500,250,汽油+48V轻混系统,95号,混合喷射,铝合金,铝合金,国VI,无,无,无,无,无
69020,奥迪Q8,DCB,2995,3.0,涡轮增压,纵置,V,6,4,DOHC,340,250,5200-6400,500,1370-4500,250,汽油+48V轻混系统,95号,混合喷射,铝合金,铝合金,国VI,无,无,无,无,无
64252,奥迪S4,CWG,2995,3.0,涡轮增压,纵置,V,6,4,DOHC,354,260,5400-6400,500,1370-4500,260,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,84.6,89,无
64253,奥迪S4,CWG,2995,3.0,涡轮增压,纵置,V,6,4,DOHC,354,260,5400-6400,500,1370-4500,260,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,84.6,89,无
65951,奥迪A4(进口),DMS,1984,2.0,涡轮增压,纵置,L,4,4,DOHC,204,150,4475-6000,320,1450-4475,150,汽油,95号,混合喷射,铝合金,铸铁,国VI,无,无,无,无,无
65961,奥迪A4(进口),DMT,1984,2.0,涡轮增压,纵置,L,4,4,DOHC,265,195,5250-6500,370,1600-4500,195,汽油,95号,混合喷射,铝合金,铸铁,国VI,无,无,无,无,无
69007,奥迪Q5L Sportback,DTG,1984,2.0,涡轮增压,纵置,L,4,4,DOHC,190,140,无,320,无,140,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
65465,奥迪Q5L Sportback,DTG,1984,2.0,涡轮增压,纵置,L,4,4,DOHC,190,140,无,320,无,140,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
65467,奥迪Q5L Sportback,DTK,1984,2.0,涡轮增压,纵置,L,4,4,DOHC,245,180,无,370,无,180,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
65466,奥迪Q5L Sportback,DTG,1984,2.0,涡轮增压,纵置,L,4,4,DOHC,190,140,无,320,无,140,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
71978,奥迪Q5L Sportback,DTG,1984,2.0,涡轮增压,纵置,L,4,4,DOHC,190,140,无,320,无,140,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
69008,奥迪Q5L Sportback,DTK,1984,2.0,涡轮增压,纵置,L,4,4,DOHC,245,180,无,370,无,180,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
66263,奥迪RS 7,DYG,3996,4.0,双涡轮增压,纵置,V,8,4,DOHC,630,463,6000,850,2300-4500,463,汽油+48V轻混系统,98号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
66265,奥迪RS 6,DYG,3996,4.0,双涡轮增压,纵置,V,8,4,DOHC,630,463,6000,850,2300-4500,463,汽油+48V轻混系统,98号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
66639,奥迪RS 6,DYG,3996,4.0,双涡轮增压,纵置,V,8,4,DOHC,630,463,6000,850,2300-4500,463,汽油+48V轻混系统,98号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
66009,奥迪S5,CWG,2995,3.0,涡轮增压,纵置,V,6,4,DOHC,354,260,5400-6400,500,1370-4500,260,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
66010,奥迪S5,CWG,2995,3.0,涡轮增压,纵置,V,6,4,DOHC,354,260,5400-6400,500,1370-4500,260,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
66008,奥迪S5,CWG,2995,3.0,涡轮增压,纵置,V,6,4,DOHC,354,260,5400-6400,500,1370-4500,260,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
66276,奥迪RS 4,DEC,2894,2.9,双涡轮增压,纵置,V,6,4,DOHC,450,331,5700-6700,600,2000-5000,331,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
66275,奥迪RS 4,DEC,2894,2.9,双涡轮增压,纵置,V,6,4,DOHC,450,331,5700-6700,600,2000-5000,331,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
66274,奥迪RS 4,DEC,2894,2.9,双涡轮增压,纵置,V,6,4,DOHC,450,331,5700-6700,600,2000-5000,331,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
71606,奥迪RS Q8,DHU,3996,4.0,双涡轮增压,纵置,V,8,4,DOHC,640,471,6000,850,2300-4500,471,汽油+48V轻混系统,98号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
55117,奥迪RS Q8,DHU,3996,4.0,双涡轮增压,纵置,V,8,4,DOHC,600,441,6000-6250,800,2050-4500,441,汽油+48V轻混系统,98号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
66268,奥迪RS 5,DEC,2894,2.9,双涡轮增压,纵置,V,6,4,DOHC,450,331,5700-6700,600,2000-5000,331,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
66267,奥迪RS 5,DEC,2894,2.9,双涡轮增压,纵置,V,6,4,DOHC,450,331,5700-6700,600,2000-5000,331,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
66269,奥迪RS 5,DEC,2894,2.9,双涡轮增压,纵置,V,6,4,DOHC,450,331,5700-6700,600,2000-5000,331,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
66270,奥迪RS 5,DEC,2894,2.9,双涡轮增压,纵置,V,6,4,DOHC,450,331,5700-6700,600,2000-5000,331,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
66271,奥迪RS 5,DEC,2894,2.9,双涡轮增压,纵置,V,6,4,DOHC,450,331,5700-6700,600,2000-5000,331,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
66272,奥迪RS 5,DEC,2894,2.9,双涡轮增压,纵置,V,6,4,DOHC,450,331,5700-6700,600,2000-5000,331,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
63435,奥迪SQ5,CWG,2995,3.0,涡轮增压,纵置,V,6,4,DOHC,354,260,5400-6400,500,1370-4500,260,汽油+48V轻混系统,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
66921,奥迪SQ5,CWG,2995,3.0,涡轮增压,纵置,V,6,4,DOHC,354,260,5400-6400,500,1370-4500,260,汽油+48V轻混系统,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
64048,奥迪S8,CWW,3996,4.0,双涡轮增压,纵置,V,8,4,DOHC,571,420,6000,800,2000-4500,420,汽油+48V轻混系统,95号,直喷,铝合金,铝合金,国VI,无,10.1,86,86,无
70491,奥迪S8,CWW,3996,4.0,双涡轮增压,纵置,V,8,4,DOHC,571,420,6000,800,2000-4500,420,汽油+48V轻混系统,95号,直喷,铝合金,铝合金,国VI,无,10.1,86,86,无
63981,奥迪Q3 Sportback,EA211-DSV,1498,1.5,涡轮增压,横置,L,4,4,DOHC,160,118,5500,250,1750-4000,118,汽油,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
63979,奥迪Q3 Sportback,EA888-DTH,1984,2.0,涡轮增压,横置,L,4,4,DOHC,186,137,4150-6000,320,1600-4050,137,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
63982,奥迪Q3 Sportback,EA888-DTH,1984,2.0,涡轮增压,横置,L,4,4,DOHC,186,137,4150-6000,320,1600-4050,137,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
63975,奥迪Q3 Sportback,EA888-DTJ,1984,2.0,涡轮增压,横置,L,4,4,DOHC,220,162,4900-6700,350,1600-4300,162,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
63980,奥迪Q3 Sportback,EA888-DTJ,1984,2.0,涡轮增压,横置,L,4,4,DOHC,220,162,4900-6700,350,1600-4300,162,汽油,95号,直喷,铝合金,铸铁,国VI,无,无,无,无,无
65368,奥迪SQ7,DWR,3996,4.0,双涡轮增压,无,V,8,4,DOHC,507,373,5500,770,2000-4000,373,汽油,98号,直喷,铝合金,铝合金,国VI,无,无,86,86,无
68828,奥迪SQ7,DWR,3996,4.0,双涡轮增压,无,V,8,4,DOHC,507,373,5500,770,2000-4000,373,汽油,98号,直喷,铝合金,铝合金,国VI,无,无,86,86,无
67100,奥迪S6,DKM,2894,2.9,双涡轮增压,纵置,V,6,4,DOHC,450,331,5700-6700,600,1900-5000,331,汽油+48V轻混系统,95号,直喷,铝合金,铝合金,欧VI,无,无,无,无,无
61540,奥迪S6,DKM,2894,2.9,双涡轮增压,纵置,V,6,4,DOHC,450,331,5700-6700,600,1900-5000,331,汽油+48V轻混系统,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
57861,奥迪S7,DKM,2894,2.9,双涡轮增压,纵置,V,6,4,DOHC,450,331,5700-6700,600,1900-5000,331,汽油+48V轻混系统,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
65820,奥迪S7,DKM,2894,2.9,双涡轮增压,纵置,V,6,4,DOHC,450,331,5700-6700,600,1900-5000,331,汽油+48V轻混系统,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
65055,奥迪S7,DKM,2894,2.9,双涡轮增压,纵置,V,6,4,DOHC,450,331,5700-6700,600,1900-5000,331,汽油+48V轻混系统,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
59025,奥迪SQ5 Sportback,CWG,2995,3.0,涡轮增压,纵置,V,6,4,DOHC,354,260,5400-6400,500,1370-4500,260,汽油+48V轻混系统,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
67867,奥迪SQ5 Sportback,CWG,2995,3.0,涡轮增压,纵置,V,6,4,DOHC,354,260,5400-6400,500,1370-4500,260,汽油+48V轻混系统,95号,直喷,铝合金,铝合金,国VI,无,无,无,无,无
72191,雅阁,L15CH/L15CJ,1498,1.5,涡轮增压,横置,L,4,4,DOHC,192,141,6000,260,1700-5000,141,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.6,无,无,VTEC
70027,雅阁,L15CH/L15CJ,1498,1.5,涡轮增压,横置,L,4,4,DOHC,192,141,6000,260,1700-5000,141,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.6,无,无,VTEC
70014,雅阁,L15CH/L15CJ,1498,1.5,涡轮增压,横置,L,4,4,DOHC,192,141,6000,260,1700-5000,141,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.6,无,无,VTEC
72256,雅阁,L15CH/L15CJ,1498,1.5,涡轮增压,横置,L,4,4,DOHC,192,141,6000,260,1700-5000,141,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.6,无,无,VTEC
70028,雅阁,L15CH/L15CJ,1498,1.5,涡轮增压,横置,L,4,4,DOHC,192,141,6000,260,1700-5000,141,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.6,无,无,VTEC
70026,雅阁,L15CH/L15CJ,1498,1.5,涡轮增压,横置,L,4,4,DOHC,192,141,6000,260,1700-5000,141,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.6,无,无,VTEC
72124,雅阁,L15CH/L15CJ,1498,1.5,涡轮增压,横置,L,4,4,DOHC,192,141,6000,260,1700-5000,141,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.6,无,无,VTEC
71939,本田CR-V,LFB22,1993,2.0,自然吸气,横置,L,4,4,DOHC,150,110,6100,183,4500,110,油电混合,92号,直喷,铝合金,铝合金,国VI,无,13.9,无,无,无
63479,本田CR-V,LFB22,1993,2.0,自然吸气,横置,L,4,4,DOHC,150,110,6100,183,4500,110,油电混合,92号,直喷,铝合金,铝合金,国VI,无,13.9,无,无,无
71936,本田CR-V,L15BZ,1498,1.5,涡轮增压,横置,L,4,4,DOHC,193,142,6000,243,1800-5000,142,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.3,无,无,VTEC TURBO
63480,本田CR-V,L15BZ,1498,1.5,涡轮增压,横置,L,4,4,DOHC,193,142,6000,243,1800-5000,142,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.3,无,无,VTEC TURBO
67569,本田CR-V,L15BZ,1498,1.5,涡轮增压,横置,L,4,4,DOHC,193,142,6000,243,1800-5000,142,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.3,无,无,VTEC TURBO
61271,本田CR-V,L15BZ,1498,1.5,涡轮增压,横置,L,4,4,DOHC,193,142,6000,243,1800-5000,142,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.3,无,无,VTEC TURBO
71938,本田CR-V,L15BZ,1498,1.5,涡轮增压,横置,L,4,4,DOHC,193,142,6000,243,1800-5000,142,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.3,无,无,VTEC TURBO
71942,本田CR-V,L15BZ,1498,1.5,涡轮增压,横置,L,4,4,DOHC,193,142,6000,243,1800-5000,142,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.3,无,无,VTEC TURBO
71937,本田CR-V,L15BZ,1498,1.5,涡轮增压,横置,L,4,4,DOHC,193,142,6000,243,1800-5000,142,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.3,无,无,VTEC TURBO
71941,本田CR-V,LFB22,1993,2.0,自然吸气,横置,L,4,4,DOHC,150,110,6100,183,4500,110,油电混合,92号,直喷,铝合金,铝合金,国VI,无,13.9,无,无,无
71940,本田CR-V,LFB22,1993,2.0,自然吸气,横置,L,4,4,DOHC,150,110,6100,183,4500,110,油电混合,92号,直喷,铝合金,铝合金,国VI,无,13.9,无,无,无
67568,本田CR-V,LFB22,1993,2.0,自然吸气,横置,L,4,4,DOHC,150,110,6100,183,4500,110,油电混合,92号,直喷,铝合金,铝合金,国VI,无,13.9,无,无,无
60767,思域,L15C7,1498,1.5,涡轮增压,横置,L,4,4,DOHC,129,95,5500-6000,180,1700-4500,95,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.3,73,89.5,VTEC TURBO
59054,思域,LFB15,1993,2.0,自然吸气,横置,L,4,4,DOHC,143,105,6000,182,4500,105,油电混合,92号,直喷,铝合金,铝合金,国VI,无,13.9,无,无,阿特金森循环
58217,思域,LFB15,1993,2.0,自然吸气,横置,L,4,4,DOHC,143,105,6000,182,4500,105,油电混合,92号,直喷,铝合金,铝合金,国VI,无,13.9,无,无,阿特金森循环
53177,思域,LFB15,1993,2.0,自然吸气,横置,L,4,4,DOHC,143,105,6000,182,4500,105,油电混合,92号,直喷,铝合金,铝合金,国VI,无,13.9,无,无,阿特金森循环
59067,思域,LFB15,1993,2.0,自然吸气,横置,L,4,4,DOHC,143,105,6000,182,4500,105,油电混合,92号,直喷,铝合金,铝合金,国VI,无,13.9,无,无,阿特金森循环
72008,思域,L15C8,1498,1.5,涡轮增压,横置,L,4,4,DOHC,182,134,6000,240,1700-4500,134,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.3,73,89.5,VTEC TURBO
71955,思域,L15C8,1498,1.5,涡轮增压,横置,L,4,4,DOHC,182,134,6000,240,1700-4500,134,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.3,73,89.5,VTEC TURBO
53219,思域,L15C8,1498,1.5,涡轮增压,横置,L,4,4,DOHC,182,134,6000,240,1700-4500,134,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.3,73,89.5,VTEC TURBO
72011,思域,LFB15,1993,2.0,自然吸气,横置,L,4,4,DOHC,143,105,6000,182,4500,105,油电混合,92号,直喷,铝合金,铝合金,国VI,无,13.9,无,无,阿特金森循环
53268,思域,LFB15,1993,2.0,自然吸气,横置,L,4,4,DOHC,143,105,6000,182,4500,105,油电混合,92号,直喷,铝合金,铝合金,国VI,无,13.9,无,无,阿特金森循环
69138,思域,LFB15,1993,2.0,自然吸气,横置,L,4,4,DOHC,143,105,6000,182,4500,105,油电混合,92号,直喷,铝合金,铝合金,国VI,无,13.9,无,无,阿特金森循环
53266,思域,LFB15,1993,2.0,自然吸气,横置,L,4,4,DOHC,143,105,6000,182,4500,105,油电混合,92号,直喷,铝合金,铝合金,国VI,无,13.9,无,无,阿特金森循环
59069,思域,LFB15,1993,2.0,自然吸气,横置,L,4,4,DOHC,143,105,6000,182,4500,105,油电混合,92号,直喷,铝合金,铝合金,国VI,无,13.9,无,无,阿特金森循环
58216,思域,L15C8,1498,1.5,涡轮增压,横置,L,4,4,DOHC,182,134,6000,240,1700-4500,134,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.3,73,89.5,VTEC TURBO
72009,思域,L15C8,1498,1.5,涡轮增压,横置,L,4,4,DOHC,182,134,6000,240,1700-4500,134,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.3,73,89.5,VTEC TURBO
59068,思域,L15C8,1498,1.5,涡轮增压,横置,L,4,4,DOHC,182,134,6000,240,1700-4500,134,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.3,73,89.5,VTEC TURBO
71954,思域,L15C8,1498,1.5,涡轮增压,横置,L,4,4,DOHC,182,134,6000,240,1700-4500,134,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.3,73,89.5,VTEC TURBO
61020,思域,L15C8,1498,1.5,涡轮增压,横置,L,4,4,DOHC,182,134,6000,240,1700-4500,134,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.3,73,89.5,VTEC TURBO
53267,思域,L15C8,1498,1.5,涡轮增压,横置,L,4,4,DOHC,182,134,6000,240,1700-4500,134,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.3,73,89.5,VTEC TURBO
57610,思域,L15C8,1498,1.5,涡轮增压,横置,L,4,4,DOHC,182,134,6000,240,1700-4500,134,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.3,73,89.5,VTEC TURBO
56676,思域,L15C7,1498,1.5,涡轮增压,横置,L,4,4,DOHC,129,95,5500-6000,180,1700-4500,95,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.3,73,89.5,VTEC TURBO
62373,思域,L15C7,1498,1.5,涡轮增压,横置,L,4,4,DOHC,129,95,5500-6000,180,1700-4500,95,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.3,73,89.5,VTEC TURBO
57576,思域,L15C8,1498,1.5,涡轮增压,横置,L,4,4,DOHC,182,134,6000,240,1700-4500,134,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.3,73,89.5,VTEC TURBO
53265,思域,L15C8,1498,1.5,涡轮增压,横置,L,4,4,DOHC,182,134,6000,240,1700-4500,134,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.3,73,89.5,VTEC TURBO
57577,思域,L15C8,1498,1.5,涡轮增压,横置,L,4,4,DOHC,182,134,6000,240,1700-4500,134,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.3,73,89.5,VTEC TURBO
69140,思域,L15C8,1498,1.5,涡轮增压,横置,L,4,4,DOHC,182,134,6000,240,1700-4500,134,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.3,73,89.5,VTEC TURBO
72010,思域,L15C8,1498,1.5,涡轮增压,横置,L,4,4,DOHC,182,134,6000,240,1700-4500,134,汽油,92号,直喷,铝合金,铝合金,国VI,无,10.3,73,89.5,VTEC TURBO
