CAR_ID,品牌系列,长度_mm,宽度_mm,高度_mm,轴距_mm,前轮距_mm,后轮距_mm,接近角__,离去角__,车身结构,车门开启方式,车门数_个,座位数_个,油箱容积_L,后备厢容积_L,风阻系数_Cd,最小离地间隙_mm,最大涉水深度_mm,最小转弯半径_m,满载最小离地间隙_mm,纵向通过角__,最大爬坡度__,最大载重质量_kg,后排车门开启方式,前备厢容积_L,最大爬坡角度__,空载最小离地间隙_mm,氢瓶容积_L
63983,奥迪Q3,4498,1848,1614,2680,1584,1576,17,20,SUV,平开门,(标配)5,(标配)5,60,450,无,无,无,6,152,无,无,无,无,无,无,无,无
63986,奥迪Q3,4498,1848,1614,2680,1584,1576,17,20,SUV,平开门,(标配)5,(标配)5,60,450,无,无,无,6,152,无,无,无,无,无,无,无,无
63984,奥迪Q3,4498,1848,1614,2680,1584,1576,17,20,SUV,平开门,(标配)5,(标配)5,60,450,无,无,无,6,152,无,无,无,无,无,无,无,无
63988,奥迪Q3,4498,1848,1614,2680,1584,1576,17,20,SUV,平开门,(标配)5,(标配)5,60,450,无,无,无,6,152,无,无,无,无,无,无,无,无
63989,奥迪Q3,4498,1848,1614,2680,1584,1576,17,20,SUV,平开门,(标配)5,(标配)5,60,450,无,无,无,6,152,无,无,无,无,无,无,无,无
63987,奥迪Q3,4498,1848,1614,2680,1584,1576,17,20,SUV,平开门,(标配)5,(标配)5,62.5,450,无,无,无,6,152,无,无,无,无,无,无,无,无
63724,奥迪Q3,4498,1848,1614,2680,1584,1576,17,20,SUV,平开门,(标配)5,(标配)5,62.5,450,无,无,无,6,152,无,无,无,无,无,无,无,无
64926,奥迪Q6,5099,2014,1784,2980,1704,1721,19,18,SUV,平开门,(标配)5,(标配)7,70,286-2398,无,无,无,6.25,160,无,无,无,无,无,无,无,无
66295,奥迪Q6,5099,2014,1784,2980,1704,1721,19,18,SUV,平开门,(标配)5,(标配)6,70,286-2398,无,无,无,6.25,160,无,无,无,无,无,无,无,无
64920,奥迪Q6,5099,2014,1784,2980,1704,1721,19,18,SUV,平开门,(标配)5,(标配)7,70,286-2398,无,无,无,6.25,160,无,无,无,无,无,无,无,无
64916,奥迪Q6,5099,2014,1784,2980,1704,1721,19,18,SUV,平开门,(标配)5,(标配)6,70,286-2398,无,无,无,6.25,160,无,无,无,无,无,无,无,无
64915,奥迪Q6,5099,2014,1784,2980,1704,1721,19,18,SUV,平开门,(标配)5,(标配)7,70,286-2398,无,无,无,6.25,160,无,无,无,无,无,无,无,无
64925,奥迪Q6,5099,2014,1784,2980,1704,1721,19,18,SUV,平开门,(标配)5,(标配)6,70,286-2398,无,无,无,6.25,160,无,无,无,无,无,无,无,无
66294,奥迪Q6,5099,2014,1784,2980,1704,1721,19,18,SUV,平开门,(标配)5,(标配)7,70,286-2398,无,无,无,6.25,160,无,无,无,无,无,无,无,无
64913,奥迪Q6,5099,2014,1784,2980,1704,1721,19,18,SUV,平开门,(标配)5,(标配)6,70,286-2398,无,无,无,6.25,160,无,无,无,无,无,无,无,无
64919,奥迪Q6,5099,2014,1784,2980,1704,1721,19,18,SUV,平开门,(标配)5,(标配)7,70,286-2398,无,无,无,6.25,160,无,无,无,无,无,无,无,无
64918,奥迪Q6,5099,2014,1784,2980,1704,1721,19,18,SUV,平开门,(标配)5,(标配)7,70,286-2398,无,无,无,6.25,160,无,无,无,无,无,无,无,无
64922,奥迪Q6,5099,2014,1784,2980,1704,1721,19,18,SUV,平开门,(标配)5,(标配)6,70,286-2398,无,无,无,6.25,160,无,无,无,无,无,无,无,无
64917,奥迪Q6,5099,2014,1784,2980,1704,1721,19,18,SUV,平开门,(标配)5,(标配)6,70,286-2398,无,无,无,6.25,160,无,无,无,无,无,无,无,无
64914,奥迪Q6,5099,2014,1784,2980,1704,1721,19,18,SUV,平开门,(标配)5,(标配)6,70,286-2398,无,无,无,6.25,160,无,无,无,无,无,无,无,无
64921,奥迪Q6,5099,2014,1784,2980,1704,1721,19,18,SUV,平开门,(标配)5,(标配)7,70,286-2398,无,无,无,6.25,160,无,无,无,无,无,无,无,无
64927,奥迪Q6,5099,2014,1784,2980,1704,1721,19,18,SUV,平开门,(标配)5,(标配)7,70,286-2398,无,无,无,6.25,160,无,无,无,无,无,无,无,无
65914,奥迪Q6,5099,2014,1784,2980,1704,1721,19,18,SUV,平开门,(标配)5,(标配)6,70,286-2398,无,无,无,6.25,160,无,无,无,无,无,无,无,无
64923,奥迪Q6,5099,2014,1784,2980,1704,1721,19,18,SUV,平开门,(标配)5,(标配)6,70,286-2398,无,无,无,6.25,160,无,无,无,无,无,无,无,无
64928,奥迪Q6,5099,2014,1784,2980,1704,1721,19,18,SUV,平开门,(标配)5,(标配)6,70,286-2398,无,无,无,6.25,160,无,无,无,无,无,无,无,无
64924,奥迪Q6,5099,2014,1784,2980,1704,1721,19,18,SUV,平开门,(标配)5,(标配)6,70,286-2398,无,无,无,6.25,160,无,无,无,无,无,无,无,无
70824,奥迪A7,4976,1908,1412,2928,无,无,无,无,掀背车,平开门,(标配)5,(标配)4,73,535,无,无,无,无,无,无,无,无,无,无,无,无,无
70823,奥迪A7,4976,1908,1418,2928,无,无,无,无,掀背车,平开门,(标配)5,(标配)4,73,535,无,无,无,无,无,无,无,无,无,无,无,无,无
65818,奥迪A7,4976,1908,1419,2928,无,无,无,无,掀背车,平开门,(标配)5,(标配)4,73,535,无,无,无,无,无,无,无,无,无,无,无,无,无
65819,奥迪A7,4976,1908,1412,2928,无,无,无,无,掀背车,平开门,(标配)5,(标配)4,73,535,无,无,无,无,无,无,无,无,无,无,无,无,无
65855,奥迪A7,4976,1908,1418,2928,无,无,无,无,掀背车,平开门,(标配)5,(标配)4,73,535,无,无,无,无,无,无,无,无,无,无,无,无,无
70825,奥迪A7,4976,1908,1419,2928,无,无,无,无,掀背车,平开门,(标配)5,(标配)4,73,535,无,无,无,无,无,无,无,无,无,无,无,无,无
66015,奥迪A5(进口),4765,1843,1353,2826,无,无,无,无,掀背车,平开门,(标配)5,(标配)5,54,无,无,无,无,无,无,无,无,无,无,无,无,无,无
66014,奥迪A5(进口),4765,1843,1359,2826,无,无,无,无,掀背车,平开门,(标配)5,(标配)5,58,无,无,无,无,无,无,无,无,无,无,无,无,无,无
66013,奥迪A5(进口),4765,1843,1364,2825,无,无,无,无,掀背车,平开门,(标配)5,(标配)5,58,无,无,无,无,无,无,无,无,无,无,无,无,无,无
66011,奥迪A5(进口),4705,1846,1336,2766,无,无,无,无,硬顶跑车,平开门,(标配)2,(标配)4,54,无,无,无,无,无,无,无,无,无,无,无,无,无,无
66012,奥迪A5(进口),4705,1846,1352,2766,无,无,无,无,软顶敞篷车,平开门,(标配)2,(标配)4,54,无,无,无,无,无,无,无,无,无,无,无,无,无,无
71277,奥迪Q2L,4257,1785,1547,2628,1543,1545,19,22,SUV,平开门,(标配)5,(标配)5,50,347,无,无,无,5.65,142,无,无,无,无,无,无,无,无
70132,奥迪Q2L,4270,1785,1547,2628,1543,1545,19,22,SUV,平开门,(标配)5,(标配)5,50,347,无,无,无,5.65,142,无,无,无,无,无,无,无,无
71275,奥迪Q2L,4257,1785,1547,2628,1543,1545,19,22,SUV,平开门,(标配)5,(标配)5,50,347,无,无,无,5.65,142,无,无,无,无,无,无,无,无
70131,奥迪Q2L,4270,1785,1547,2628,1543,1545,19,22,SUV,平开门,(标配)5,(标配)5,50,347,无,无,无,5.65,142,无,无,无,无,无,无,无,无
71276,奥迪Q2L,4270,1785,1547,2628,1543,1545,19,22,SUV,平开门,(标配)5,(标配)5,50,347,无,无,无,5.65,142,无,无,无,无,无,无,无,无
71274,奥迪Q2L,4257,1785,1547,2628,1543,1545,19,22,SUV,平开门,(标配)5,(标配)5,50,347,无,无,无,5.65,142,无,无,无,无,无,无,无,无
71273,奥迪Q2L,4270,1785,1547,2628,1543,1545,19,22,SUV,平开门,(标配)5,(标配)5,50,347,无,无,无,5.65,142,无,无,无,无,无,无,无,无
69018,奥迪Q8,5006,1995,1696,2998,无,无,无,无,SUV,平开门,(标配)5,(标配)5,85,605-1755,无,无,无,无,172,无,无,无,无,无,无,无,无
64630,奥迪Q8,5006,1995,1696,2998,无,无,无,无,SUV,平开门,(标配)5,(标配)5,85,605-1755,无,无,无,无,172,无,无,无,无,无,无,无,无
69019,奥迪Q8,5006,1995,1696,2998,无,无,无,无,SUV,平开门,(标配)5,(标配)5,85,605-1755,无,无,无,无,172,无,无,无,无,无,无,无,无
69020,奥迪Q8,5006,1995,1696,2998,无,无,无,无,SUV,平开门,(标配)5,(标配)5,85,605-1755,无,无,无,无,172,无,无,无,无,无,无,无,无
64252,奥迪S4,4770,1847,1410,2826,1565,1546,无,无,三厢车,平开门,(标配)4,(标配)5,58,480,无,无,无,无,无,无,无,无,无,无,无,无,无
64253,奥迪S4,4770,1847,1440,2826,1565,1546,无,无,旅行车,平开门,(标配)5,(标配)5,58,495-1495,无,无,无,无,无,无,无,无,无,无,无,无,无
65951,奥迪A4(进口),4770,1847,1459,2822,无,无,无,无,旅行车,平开门,(标配)5,(标配)5,54,无,无,无,无,无,无,无,无,无,无,无,无,无,无
65961,奥迪A4(进口),4762,1847,1490,2819,无,无,无,无,旅行跨界车,平开门,(标配)5,(标配)5,58,无,无,无,无,无,无,无,无,无,无,无,无,无,无
62273,奥迪Q5 e-tron,4876,1860,1675,2965,1587,1563,17,20,SUV,平开门,(标配)5,(标配)6,无,1825,无,无,无,无,无,无,无,无,无,无,无,无,无
62272,奥迪Q5 e-tron,4876,1860,1675,2965,1587,1563,17,20,SUV,平开门,(标配)5,(标配)6,无,1825,无,无,无,无,无,无,无,无,无,无,无,无,无
62271,奥迪Q5 e-tron,4876,1860,1675,2965,1587,1563,17,20,SUV,平开门,(标配)5,(标配)7,无,1776,无,无,无,无,无,无,无,无,无,无,无,无,无
68572,奥迪Q5 e-tron,4876,1860,1675,2965,1587,1563,17,20,SUV,平开门,(标配)5,(标配)7,无,1776,无,无,无,无,无,无,无,无,无,无,无,无,无
62270,奥迪Q5 e-tron,4876,1860,1675,2965,1587,1563,17,20,SUV,平开门,(标配)5,(标配)7,无,1776,无,无,无,无,无,无,无,无,无,无,无,无,无
62267,奥迪Q5 e-tron,4876,1860,1675,2965,1587,1563,17,20,SUV,平开门,(标配)5,(标配)7,无,1776,无,无,无,无,无,无,无,无,无,无,无,无,无
68571,奥迪Q5 e-tron,4876,1860,1675,2965,1587,1563,17,20,SUV,平开门,(标配)5,(标配)7,无,1776,无,无,无,无,无,无,无,无,无,无,无,无,无
62274,奥迪Q5 e-tron,4876,1860,1675,2965,1587,1563,17,20,SUV,平开门,(标配)5,(标配)7,无,1776,无,无,无,无,无,无,无,无,无,无,无,无,无
62268,奥迪Q5 e-tron,4876,1860,1675,2965,1587,1563,17,20,SUV,平开门,(标配)5,(标配)7,无,1776,无,无,无,无,无,无,无,无,无,无,无,无,无
62269,奥迪Q5 e-tron,4876,1860,1675,2965,1587,1563,17,20,SUV,平开门,(标配)5,(标配)6,无,1825,无,无,无,无,无,无,无,无,无,无,无,无,无
62278,奥迪Q5 e-tron,4876,1860,1675,2965,1587,1563,17,20,SUV,平开门,(标配)5,(标配)6,无,1825,无,无,无,无,无,无,无,无,无,无,无,无,无
62277,奥迪Q5 e-tron,4876,1860,1675,2965,1587,1563,17,20,SUV,平开门,(标配)5,(标配)6,无,1825,无,无,无,无,无,无,无,无,无,无,无,无,无
62276,奥迪Q5 e-tron,4876,1860,1675,2965,1587,1563,17,20,SUV,平开门,(标配)5,(标配)6,无,1825,无,无,无,无,无,无,无,无,无,无,无,无,无
62275,奥迪Q5 e-tron,4876,1860,1675,2965,1587,1563,17,20,SUV,平开门,(标配)5,(标配)6,无,1825,无,无,无,无,无,无,无,无,无,无,无,无,无
65049,奥迪Q4 e-tron,4588,1865,1626,2764,1587,1565,16,21,SUV,平开门,(标配)5,(标配)5,无,520,0.28,无,无,5.8,154,无,无,无,无,无,无,无,无
65051,奥迪Q4 e-tron,4588,1865,1626,2764,1587,1565,16,21,SUV,平开门,(标配)5,(标配)5,无,520,0.28,无,无,5.8,154,无,无,无,无,无,无,无,无
65050,奥迪Q4 e-tron,4588,1865,1626,2765,1587,1566,16,21,SUV,平开门,(标配)5,(标配)5,无,520,0.28,无,无,5.8,154,无,无,无,无,无,无,无,无
65047,奥迪Q4 e-tron,4588,1865,1626,2765,1587,1566,16,21,SUV,平开门,(标配)5,(标配)5,无,520,0.28,无,无,5.8,154,无,无,无,无,无,无,无,无
69007,奥迪Q5L Sportback,4778,1892,1666,2908,1616,1609,21,23,SUV跨界车,平开门,(标配)5,(标配)5,73,520,无,无,无,5.9,176,无,无,无,无,无,无,无,无
65465,奥迪Q5L Sportback,4778,1892,1666,2908,1616,1609,21,23,SUV跨界车,平开门,(标配)5,(标配)5,73,520,无,无,无,5.9,176,无,无,无,无,无,无,无,无
65467,奥迪Q5L Sportback,4778,1892,1666,2908,1616,1609,21,23,SUV跨界车,平开门,(标配)5,(标配)5,73,520,无,无,无,5.9,176,无,无,无,无,无,无,无,无
65466,奥迪Q5L Sportback,4778,1892,1666,2908,1616,1609,21,23,SUV跨界车,平开门,(标配)5,(标配)5,73,520,无,无,无,5.9,176,无,无,无,无,无,无,无,无
71978,奥迪Q5L Sportback,4778,1892,1666,2908,1616,1609,21,23,SUV跨界车,平开门,(标配)5,(标配)5,73,520,无,无,无,5.9,176,无,无,无,无,无,无,无,无
69008,奥迪Q5L Sportback,4778,1892,1666,2908,1616,1609,21,23,SUV跨界车,平开门,(标配)5,(标配)5,73,520,无,无,无,5.9,176,无,无,无,无,无,无,无,无
66263,奥迪RS 7,5008,1951,1424,2930,1668,1650,无,无,掀背车,平开门,(标配)5,(标配)4,73,535,无,无,无,6.1,无,无,无,无,无,无,无,无,无
66265,奥迪RS 6,5018,1951,1480,2931,无,无,无,无,旅行车,平开门,(标配)5,(标配)5,73,605,无,无,无,5.95,无,无,无,无,无,无,无,无,无
66639,奥迪RS 6,4995,1951,1483,2930,1668,1650,无,无,旅行车,平开门,(标配)5,(标配)5,73,565,无,无,无,6.1,无,无,无,无,无,无,无,无,无
66009,奥迪S5,4765,1843,1361,2826,无,无,无,无,掀背车,平开门,(标配)5,(标配)5,58,无,无,无,无,无,无,无,无,无,无,无,无,无,无
66010,奥迪S5,4705,1846,1344,2766,无,无,无,无,硬顶跑车,平开门,(标配)2,(标配)4,58,无,无,无,无,无,无,无,无,无,无,无,无,无,无
66008,奥迪S5,4705,1846,1365,2766,无,无,无,无,软顶敞篷车,平开门,(标配)2,(标配)4,58,375,无,无,无,无,无,无,无,无,无,无,无,无,无
66276,奥迪RS 4,4782,1866,1437,2826,1580,1575,无,无,旅行车,平开门,(标配)5,(标配)5,58,505,无,无,无,5.8,无,无,无,无,无,无,无,无,无
66275,奥迪RS 4,4782,1866,1437,2826,1580,1575,无,无,旅行车,平开门,(标配)5,(标配)5,58,505,无,无,无,5.8,无,无,无,无,无,无,无,无,无
66274,奥迪RS 4,4782,1866,1437,2826,1580,1575,无,无,旅行车,平开门,(标配)5,(标配)5,58,505,无,无,无,5.8,无,无,无,无,无,无,无,无,无
71606,奥迪RS Q8,5022,2007,1700,2998,无,无,无,无,SUV,平开门,(标配)5,(标配)5,85,605,无,无,无,5.95,无,无,无,无,无,无,无,无,无
55117,奥迪RS Q8,5012,2000,1696,2998,无,无,无,无,SUV,平开门,(标配)5,(标配)5,85,605,无,无,无,6.15,无,无,无,无,无,无,无,无,无
66268,奥迪RS 5,4777,1866,1398,2826,无,无,无,无,掀背车,平开门,(标配)5,(标配)5,58,480,无,无,无,5.75,无,无,无,无,无,无,无,无,无
66267,奥迪RS 5,4777,1866,1398,2826,无,无,无,无,掀背车,平开门,(标配)5,(标配)5,58,480,无,无,无,5.75,无,无,无,无,无,无,无,无,无
66269,奥迪RS 5,4777,1866,1398,2826,无,无,无,无,掀背车,平开门,(标配)5,(标配)5,58,480,无,无,无,5.75,无,无,无,无,无,无,无,无,无
66270,奥迪RS 5,4717,1866,1371,2766,无,无,无,无,硬顶跑车,平开门,(标配)2,(标配)4,58,465,无,无,无,5.75,无,无,无,无,无,无,无,无,无
66271,奥迪RS 5,4717,1866,1371,2766,无,无,无,无,硬顶跑车,平开门,(标配)2,(标配)4,58,465,无,无,无,5.75,无,无,无,无,无,无,无,无,无
66272,奥迪RS 5,4717,1866,1371,2766,无,无,无,无,硬顶跑车,平开门,(标配)2,(标配)4,58,465,无,无,无,5.75,无,无,无,无,无,无,无,无,无
63435,奥迪SQ5,4689,1893,1633,2825,无,无,无,无,SUV,平开门,(标配)5,(标配)5,70,520-1520,无,无,无,无,无,无,无,无,无,无,无,无,无
66921,奥迪SQ5,4689,1893,1633,2825,无,无,无,无,SUV,平开门,(标配)5,(标配)5,70,520-1520,无,无,无,无,无,无,无,无,无,无,无,无,无
64048,奥迪S8,5320,1945,1489,3128,无,无,无,无,三厢车,平开门,(标配)4,(标配)5,82,505,无,无,无,无,无,无,无,无,无,无,无,无,无
70491,奥迪S8,5320,1945,1489,3128,无,无,无,无,三厢车,平开门,(标配)4,(标配)5,82,505,无,无,无,无,无,无,无,无,无,无,无,无,无
63981,奥迪Q3 Sportback,4516,1843,1569,2680,1584,1576,18,22,SUV跨界车,平开门,(标配)5,(标配)5,60,450,无,无,无,6,150,无,无,无,无,无,无,无,无
63979,奥迪Q3 Sportback,4516,1843,1569,2680,1584,1576,18,22,SUV跨界车,平开门,(标配)5,(标配)5,60,450,无,无,无,6,150,无,无,无,无,无,无,无,无
63982,奥迪Q3 Sportback,4516,1843,1569,2680,1584,1576,18,23,SUV跨界车,平开门,(标配)5,(标配)5,60,450,无,无,无,6,150,无,无,无,无,无,无,无,无
63975,奥迪Q3 Sportback,4516,1843,1569,2680,1584,1576,18,22,SUV跨界车,平开门,(标配)5,(标配)5,62.5,450,无,无,无,6,150,无,无,无,无,无,无,无,无
63980,奥迪Q3 Sportback,4516,1843,1569,2680,1584,1576,18,22,SUV跨界车,平开门,(标配)5,(标配)5,62.5,450,无,无,无,6,150,无,无,无,无,无,无,无,无
63692,奥迪e-tron GT,4989,1964,1395,2900,无,无,无,无,三厢车,平开门,(标配)4,(标配)5,无,350,0.24,无,无,5.8,无,无,无,无,无,85,无,无,无
65368,奥迪SQ7,5066,1970,1701,3002,无,无,无,无,SUV,平开门,(标配)5,(标配)5,85,803-1990,无,无,无,无,无,无,无,无,无,无,无,无,无
68828,奥迪SQ7,5077,1970,1701,3002,无,无,无,无,SUV,平开门,(标配)5,(标配)5,85,803-1990,无,无,无,无,无,无,无,无,无,无,无,无,无
67100,奥迪S6,4954,1886,1447,2928,1620,1603,无,无,三厢车,平开门,(标配)4,(标配)5,73,520,无,无,无,无,无,无,无,无,无,无,无,无,无
61540,奥迪S6,4954,1886,1446,2928,1620,1603,无,无,三厢车,平开门,(标配)4,(标配)5,73,520,无,无,无,无,无,无,无,无,无,无,无,无,无
57861,奥迪S7,4979,1908,1419,2928,1634,1625,无,无,掀背车,平开门,(标配)5,(标配)4,73,535,无,无,无,无,无,无,无,无,无,无,无,无,无
65820,奥迪S7,4979,1908,1419,2928,1634,1625,无,无,掀背车,平开门,(标配)5,(标配)4,73,535,无,无,无,无,无,无,无,无,无,无,无,无,无
65055,奥迪S7,4979,1908,1419,2928,1634,1625,无,无,掀背车,平开门,(标配)5,(标配)4,73,535,无,无,无,无,无,无,无,无,无,无,无,无,无
55144,奥迪Q2L e-tron,4268,1785,1545,2628,1543,1545,19,24,SUV,平开门,(标配)5,(标配)5,无,347,无,无,无,无,无,无,无,无,无,无,无,无,无
60410,奥迪RS e-tron GT,4989,1964,1393,2900,无,无,无,无,三厢车,平开门,(标配)4,(标配)5,无,350,0.24,无,无,5.575,无,无,无,无,无,85,无,无,无
59025,奥迪SQ5 Sportback,4696,1893,1632,2825,无,无,无,无,SUV跨界车,平开门,(标配)5,(标配)5,70,500-1470,无,无,无,无,无,无,无,无,无,无,无,无,无
67867,奥迪SQ5 Sportback,4696,1893,1632,2825,无,无,无,无,SUV跨界车,平开门,(标配)5,(标配)5,70,500-1470,无,无,无,无,无,无,无,无,无,无,无,无,无
72191,雅阁,4980,1862,1449,2830,1600,1620,14,18,三厢车,平开门,(标配)4,(标配)5,56,575,无,无,无,5.7,无,无,无,无,无,无,无,无,无
70027,雅阁,4980,1862,1449,2830,1600,1620,14,18,三厢车,平开门,(标配)4,(标配)5,56,575,无,无,无,5.7,无,无,无,无,无,无,无,无,无
70014,雅阁,4980,1862,1449,2830,1591,1613,14,18,三厢车,平开门,(标配)4,(标配)5,56,575,无,无,无,5.7,无,无,无,无,无,无,无,无,无
72256,雅阁,4990,1862,1449,2830,1600,1620,14,18,三厢车,平开门,(标配)4,(标配)5,56,575,无,无,无,5.7,无,无,无,无,无,无,无,无,无
70028,雅阁,4990,1862,1449,2830,1600,1620,14,18,三厢车,平开门,(标配)4,(标配)5,56,575,无,无,无,5.7,无,无,无,无,无,无,无,无,无
70026,雅阁,4990,1862,1449,2830,1591,1613,14,18,三厢车,平开门,(标配)4,(标配)5,56,575,无,无,无,5.7,无,无,无,无,无,无,无,无,无
72124,雅阁,4980,1862,1449,2830,1591,1613,14,18,三厢车,平开门,(标配)4,(标配)5,56,575,无,无,无,5.7,无,无,无,无,无,无,无,无,无
71939,本田CR-V,4703,1866,1680,2701,1611,1627,16,20,SUV,平开门,(标配)5,(标配)5,53,无,无,无,无,5.5,无,无,无,无,无,无,无,无,无
63479,本田CR-V,4703,1866,1680,2701,1611,1627,16,20,SUV,平开门,(标配)5,(标配)5,53,无,无,无,无,5.5,无,无,无,无,无,无,无,无,无
71936,本田CR-V,4703,1866,1680,2701,1611,1627,16,20,SUV,平开门,(标配)5,(标配)5,53,无,无,无,无,5.5,无,无,无,无,无,无,无,无,无
63480,本田CR-V,4703,1866,1680,2701,1611,1627,16,20,SUV,平开门,(标配)5,(标配)5,53,无,无,无,无,5.5,无,无,无,无,无,无,无,无,无
67569,本田CR-V,4703,1866,1680,2701,1611,1627,16,20,SUV,平开门,(标配)5,(标配)7,53,无,无,无,无,5.5,无,无,无,无,无,无,无,无,无
61271,本田CR-V,4703,1866,1680,2701,1611,1627,16,20,SUV,平开门,(标配)5,(标配)5,53,无,无,无,无,5.5,无,无,无,无,无,无,无,无,无
71938,本田CR-V,4703,1866,1680,2701,1611,1627,16,20,SUV,平开门,(标配)5,(标配)7,53,无,无,无,无,5.5,无,无,无,无,无,无,无,无,无
71942,本田CR-V,4703,1866,1690,2700,1608,1623,17,21,SUV,平开门,(标配)5,(标配)5,53,无,无,无,无,5.5,无,无,无,无,无,无,无,无,无
71937,本田CR-V,4703,1866,1690,2700,1608,1623,17,21,SUV,平开门,(标配)5,(标配)5,53,无,无,无,无,5.5,无,无,无,无,无,无,无,无,无
71941,本田CR-V,4703,1866,1680,2701,1611,1627,16,20,SUV,平开门,(标配)5,(标配)5,53,无,无,无,无,5.5,无,无,无,无,无,无,无,无,无
71940,本田CR-V,4703,1866,1680,2701,1611,1627,16,20,SUV,平开门,(标配)5,(标配)5,53,无,无,无,无,5.5,无,无,无,无,无,无,无,无,无
67568,本田CR-V,4703,1866,1690,2700,1608,1623,17,21,SUV,平开门,(标配)5,(标配)5,53,无,无,无,无,5.5,无,无,无,无,无,无,无,无,无
60767,思域,4685,1802,1415,2735,1547,1575,14,18,三厢车,平开门,(标配)4,(标配)5,47,无,无,无,无,5.35,无,无,无,无,无,无,无,无,无
59054,思域,4685,1802,1415,2735,1547,1575,14,19,三厢车,平开门,(标配)4,(标配)5,40,无,无,无,无,5.35,无,无,无,无,无,无,无,无,无
58217,思域,4685,1802,1415,2735,1547,1575,14,19,三厢车,平开门,(标配)4,(标配)5,40,无,无,无,无,5.35,无,无,无,无,无,无,无,无,无
53177,思域,4685,1802,1415,2735,1547,1575,14,19,三厢车,平开门,(标配)4,(标配)5,40,无,无,无,无,5.35,无,无,无,无,无,无,无,无,无
59067,思域,4685,1802,1420,2735,1547,1575,14,19,三厢车,平开门,(标配)4,(标配)5,40,无,无,无,无,5.65,无,无,无,无,无,无,无,无,无
72008,思域,4685,1802,1415,2735,1547,1575,14,18,三厢车,平开门,(标配)4,(标配)5,47,无,无,无,无,5.35,无,无,无,无,无,无,无,无,无
71955,思域,4685,1802,1415,2735,1547,1575,14,18,三厢车,平开门,(标配)4,(标配)5,47,无,无,无,无,5.35,无,无,无,无,无,无,无,无,无
53219,思域,4685,1802,1420,2735,1547,1575,14,18,三厢车,平开门,(标配)4,(标配)5,47,无,无,无,无,5.65,无,无,无,无,无,无,无,无,无
72011,思域,4674,1802,1415,2735,1547,1575,14,19,三厢车,平开门,(标配)4,(标配)5,40,无,无,无,无,5.35,无,无,无,无,无,无,无,无,无
53268,思域,4674,1802,1415,2735,1547,1575,14,19,三厢车,平开门,(标配)4,(标配)5,40,无,无,无,无,5.35,无,无,无,无,无,无,无,无,无
69138,思域,4674,1802,1420,2735,1547,1575,14,19,三厢车,平开门,(标配)4,(标配)5,40,无,无,无,无,5.65,无,无,无,无,无,无,无,无,无
53266,思域,4548,1802,1415,2735,1547,1575,14,19,两厢车,平开门,(标配)5,(标配)5,40,无,无,无,无,5.35,无,无,无,无,无,无,无,无,无
59069,思域,4548,1802,1420,2735,1547,1575,14,19,两厢车,平开门,(标配)5,(标配)5,40,无,无,无,无,5.65,无,无,无,无,无,无,无,无,无
58216,思域,4674,1802,1415,2735,1547,1575,14,18,三厢车,平开门,(标配)4,(标配)5,47,无,无,无,无,5.35,无,无,无,无,无,无,无,无,无
72009,思域,4674,1802,1415,2735,1547,1575,14,18,三厢车,平开门,(标配)4,(标配)5,47,无,无,无,无,5.35,无,无,无,无,无,无,无,无,无
59068,思域,4674,1802,1415,2735,1547,1575,14,18,三厢车,平开门,(标配)4,(标配)5,47,无,无,无,无,5.35,无,无,无,无,无,无,无,无,无
71954,思域,4548,1802,1415,2735,1547,1575,14,19,两厢车,平开门,(标配)5,(标配)5,47,无,无,无,无,5.35,无,无,无,无,无,无,无,无,无
61020,思域,4548,1802,1415,2735,1547,1575,14,19,两厢车,平开门,(标配)5,(标配)5,47,无,无,无,无,5.35,无,无,无,无,无,无,无,无,无
53267,思域,4548,1802,1420,2735,1547,1575,14,19,两厢车,平开门,(标配)5,(标配)5,47,无,无,无,无,5.65,无,无,无,无,无,无,无,无,无
57610,思域,4548,1802,1420,2735,1547,1575,14,19,两厢车,平开门,(标配)5,(标配)5,47,无,无,无,无,5.65,无,无,无,无,无,无,无,无,无
56676,思域,4674,1802,1415,2735,1547,1575,14,18,三厢车,平开门,(标配)4,(标配)5,47,无,无,无,无,5.35,无,无,无,无,无,无,无,无,无
62373,思域,4674,1802,1415,2735,1547,1575,14,18,三厢车,平开门,(标配)4,(标配)5,47,无,无,无,无,5.35,无,无,无,无,无,无,无,无,无
57576,思域,4674,1802,1415,2735,1547,1575,14,18,三厢车,平开门,(标配)4,(标配)5,47,无,无,无,无,5.35,无,无,无,无,无,无,无,无,无
53265,思域,4674,1802,1415,2735,1547,1575,14,18,三厢车,平开门,(标配)4,(标配)5,47,无,无,无,无,5.35,无,无,无,无,无,无,无,无,无
57577,思域,4674,1802,1415,2735,1547,1575,14,18,三厢车,平开门,(标配)4,(标配)5,47,无,无,无,无,5.35,无,无,无,无,无,无,无,无,无
69140,思域,4674,1802,1415,2735,1547,1575,14,18,三厢车,平开门,(标配)4,(标配)5,47,无,无,无,无,5.35,无,无,无,无,无,无,无,无,无
72010,思域,4674,1802,1415,2735,1547,1575,14,18,三厢车,平开门,(标配)4,(标配)5,47,无,无,无,无,5.35,无,无,无,无,无,无,无,无,无
