CAR_ID,品牌系列,主动式多仿形座椅,裸眼3D数字仪表屏,主动式多仿形座椅组件,智能魔术车身控制系统,多仿形座椅,MBUX智能人机交互系统实景穿越导航,AMG_扰流板,AMG_Track_Pace,畅新空气护盾,主动式环境氛围照明系统,主动式环境氛围灯,智能数字大灯DIGITAL_LIGHT,M高性能卡钳,M运动型排气系统,星空全景天窗,循迹倒车,BMW环形光耀格栅,M运动型排气,魔毯智能空气悬挂系统,炫影光幕格栅,炫影光幕格栅_1,Brembo赛车级刹车系统,自适应旋转悬浮Pad,智能扭矩控制系统i_TAC,遥控驾驶,全息透明影像系统,移动电站,舒奢一体式升舱顶,手机遥控泊车,碳纤维车顶,陶瓷刹车盘,魔术感应门,福祉座椅,Brembo布雷博制动卡钳,AR实景导航,对外供电功能,运动型排气系统,Sport_Chrono_计时器表盘,HomeLink,Sport_Chrono组件,带模式开关的Sport_Chrono组件,中央锁止轮毂,智能召唤,_梦想之翼_前组合灯动态迎宾效果,_北斗之翼_后组合灯动态迎宾效果,侧旗标灯,nanoeTM纳米水离子,十周年纪念版内饰,Brembo刹车系统,三指导航飞屏,人车家生态空间,生态拓展空间,双屏互动带三指飞屏功能,三指飞屏双屏导航互动,三指飞屏双屏导航共享,第二排魔法吧台,540_全景影像系统_带透明底盘,影院幕布式遮物帘
63457,奥德赛,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
63454,奥德赛,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
63459,奥德赛,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
63456,奥德赛,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
61017,思域(进口),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
53666,本田e:NS1,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
56138,本田e:NS1,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
56791,本田e:NS1,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
56565,本田e:NS1,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
62661,Cayenne,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),(选配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
68389,Cayenne,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),(标配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
68388,Cayenne,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),(标配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
62548,Cayenne,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),(选配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
62549,Cayenne,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),(标配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
68387,Cayenne,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),(标配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
56905,Panamera,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
64337,Panamera,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
56897,Panamera,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
59231,Panamera,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),无,无,(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
56901,Panamera,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
56909,Panamera,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
69214,Panamera,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
59232,Panamera,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
56908,Panamera,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
56899,Panamera,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
59230,Panamera,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
66024,Panamera,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
56907,Panamera,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
66023,Panamera,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
56904,Panamera,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),无,无,(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
56902,Panamera,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
56906,Panamera,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
62370,Macan,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
62371,Macan,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
62372,Macan,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,无,(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
62369,Macan,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,无,(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
72222,Macan,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),无,无,无,(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
68308,保时捷911,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
70029,保时捷911,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
68523,保时捷911,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
68526,保时捷911,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
57794,保时捷911,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
60599,保时捷911,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
57799,保时捷911,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
57793,保时捷911,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
68522,保时捷911,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
57800,保时捷911,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
70415,保时捷911,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
63210,保时捷911,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),(选配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
57797,保时捷911,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),(选配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
57801,保时捷911,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),(选配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
60167,保时捷911,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),(选配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
70553,保时捷911,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),(标配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
69490,保时捷911,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),(选配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
57792,保时捷911,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),(选配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
57798,保时捷911,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),(选配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
68527,保时捷911,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),(选配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
57796,保时捷911,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),(选配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
57802,保时捷911,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),(选配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
68524,保时捷911,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,无,无,无,无,(标配),(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
57795,保时捷911,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
68520,保时捷911,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),(标配),(选配),无,无,(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
57803,保时捷911,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),(标配),(选配),无,无,(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
56840,保时捷718,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
56845,保时捷718,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
56847,保时捷718,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
56842,保时捷718,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
53803,保时捷718,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
56844,保时捷718,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
56843,保时捷718,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
63018,保时捷718,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
56841,保时捷718,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
56848,保时捷718,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
56846,保时捷718,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
60397,保时捷718,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
60396,保时捷718,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
68381,Cayenne新能源,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
64514,Cayenne新能源,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
68383,Cayenne新能源,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
65016,Cayenne新能源,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
68385,Cayenne新能源,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
62501,Cayenne新能源,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
64513,Cayenne新能源,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
68382,Cayenne新能源,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
68384,Cayenne新能源,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
62500,Cayenne新能源,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
65015,Cayenne新能源,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
68386,Cayenne新能源,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
56918,Panamera新能源,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
67461,Panamera新能源,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
56917,Panamera新能源,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
67460,Panamera新能源,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),无,无,(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
59233,Panamera新能源,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(标配),无,无,(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
56910,Panamera新能源,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
56912,Panamera新能源,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
67462,Panamera新能源,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
66022,Panamera新能源,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
59234,Panamera新能源,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
64338,Panamera新能源,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
56913,Panamera新能源,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
56919,Panamera新能源,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
61092,Model S,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
61210,Model S,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,(选配),无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
