CAR_ID,品牌系列,座椅材质,主座椅调节方式,副座椅调节方式,主_副驾驶座电动调节,前排座椅功能,电动座椅记忆功能,副驾驶位后排可调节按钮,第二排座椅调节,第二排座椅电动调节,第二排座椅功能,后排座椅放倒形式,前_后中央扶手,后排杯架,运动风格座椅,座椅布局,后排座椅电动放倒,加热_制冷杯架,后排小桌板,第二排独立座椅,第三排座椅功能,头颈暖风系统,第三排座椅调节,第三排座椅电动调节,零重力座椅,福祉座椅,前后移动扶手箱,可升降前后排车厢隔断
67603,途昂,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腿托调节,(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩","(标配)驾驶位,(标配)副驾驶位",无,"(标配)前后调节,(标配)靠背调节",无,(标配)加热,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,(标配),无,无,无,无,无,无,无,无,无,无,无
72134,途昂,(标配)皮/织物混搭,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(2向)",主(标配) / 副-,无,无,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
67611,途昂,(标配)皮/织物混搭,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(2向)",主(标配) / 副-,无,无,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
71802,途昂,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风",(标配)驾驶位,无,"(标配)前后调节,(标配)靠背调节",无,(标配)加热,(标配)比例放倒,前(标配) / 后(标配),(标配),无,(标配)2-3-2,无,无,无,无,无,无,无,无,无,无,无,无
67609,途昂,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风",(标配)驾驶位,无,"(标配)前后调节,(标配)靠背调节",无,(标配)加热,(标配)比例放倒,前(标配) / 后(标配),(标配),无,"(标配)2-3-2,(选配)2-2-2",无,无,无,(选配),无,无,无,无,无,无,无,无
67604,途昂,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风",(标配)驾驶位,无,"(标配)前后调节,(标配)靠背调节",无,(标配)加热,(标配)比例放倒,前(标配) / 后(标配),(标配),无,"(标配)2-3-2,(选配)2-2-2",无,无,无,(选配),无,无,无,无,无,无,无,无
67607,途昂,(标配)皮/织物混搭,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(2向)",主(标配) / 副-,无,无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
71908,途昂,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风",(标配)驾驶位,无,(标配)靠背调节,无,(标配)加热,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
69914,途昂,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风",(标配)驾驶位,无,(标配)靠背调节,无,(标配)加热,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
67608,途昂,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风",(标配)驾驶位,无,(标配)靠背调节,无,(标配)加热,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
67602,途昂,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风",(标配)驾驶位,无,"(标配)前后调节,(标配)靠背调节",无,(标配)加热,(标配)比例放倒,前(标配) / 后(标配),(标配),无,"(标配)2-3-2,(选配)2-2-2",无,无,无,(选配),无,无,无,无,无,无,无,无
67601,途昂,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风",(标配)驾驶位,无,"(标配)前后调节,(标配)靠背调节",无,(标配)加热,(标配)比例放倒,前(标配) / 后(标配),(标配),无,"(标配)2-3-2,(选配)2-2-2",无,无,无,(选配),无,无,无,无,无,无,无,无
67610,途昂,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风",(标配)驾驶位,无,(标配)靠背调节,无,(标配)加热,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
70222,速腾,(标配)织物,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",无,无,无,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
70218,速腾,(标配)织物,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",无,无,无,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
72129,速腾,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",无,"(选配)加热,(选配)通风",无,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
72128,速腾,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",无,"(选配)加热,(选配)通风",无,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
70219,速腾,(标配)织物,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",无,无,无,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
72130,速腾,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(选配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节",主(选配) / 副-,"(选配)加热,(选配)通风",无,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
68133,速腾,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)",主(标配) / 副(标配),"(选配)加热,(选配)通风",无,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
72411,速腾,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(选配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节",主(选配) / 副-,"(选配)加热,(选配)通风",无,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
70217,速腾,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)",主(标配) / 副(标配),"(选配)加热,(选配)通风",无,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
70220,速腾,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(选配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节",主(选配) / 副-,"(选配)加热,(选配)通风",无,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
70221,速腾,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",无,(选配)加热,无,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
70715,探岳,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)",主(标配) / 副(选配),"(选配)加热,(选配)通风",无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后-,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
69421,探岳,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)",主(标配) / 副-,"(选配)加热,(选配)通风",无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
71696,探岳,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)",主(标配) / 副(选配),"(选配)加热,(选配)通风",无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后-,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
65179,探岳,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)",主(标配) / 副-,"(选配)加热,(选配)通风",无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
62194,探岳,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)",主(标配) / 副(标配),"(选配)加热,(选配)通风",(选配)驾驶位,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
69414,探岳,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)",主(标配) / 副(标配),"(选配)加热,(选配)通风",(选配)驾驶位,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
69413,探岳,(标配)皮/翻毛材质混搭,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)",主(标配) / 副(标配),"(选配)加热,(选配)通风",(标配)驾驶位,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
62193,探岳,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)",主(标配) / 副(标配),"(选配)加热,(选配)通风",(选配)驾驶位,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
71951,探岳,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)",主(标配) / 副(标配),"(选配)加热,(选配)通风",(选配)驾驶位,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
65181,探岳,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)",主(标配) / 副(标配),"(标配)加热,(选配)通风",(选配)驾驶位,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
65177,探岳,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)",主(标配) / 副(标配),"(标配)加热,(选配)通风",(选配)驾驶位,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
71952,探岳,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风",(标配)驾驶位,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
65178,探岳,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)",主(标配) / 副(标配),"(选配)加热,(选配)通风",(选配)驾驶位,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
65180,探岳,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)",主(标配) / 副(标配),"(标配)加热,(选配)通风",(选配)驾驶位,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
60622,探岳,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风",(标配)驾驶位,无,"(标配)前后调节,(标配)靠背调节",无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
66454,途观L,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)",主(标配) / 副(标配),(标配)加热,无,无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
66453,途观L,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)",主(标配) / 副(标配),(标配)加热,"(标配)驾驶位,(标配)副驾驶位",无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
66452,途观L,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(选配)通风","(标配)驾驶位,(标配)副驾驶位",无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
68468,途观L,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(选配)通风","(标配)驾驶位,(标配)副驾驶位",无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
68467,途观L,(标配)皮/翻毛材质混搭,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩","(标配)驾驶位,(标配)副驾驶位",无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
68198,途观L,(标配)皮/翻毛材质混搭,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)",主(标配) / 副(标配),"(标配)加热,(标配)通风,(标配)按摩","(标配)驾驶位,(标配)副驾驶位",无,(标配)靠背调节,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
67287,途观L,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)",主(标配) / 副(标配),无,无,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
67286,途观L,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)",主(标配) / 副(标配),无,无,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
67285,途观L,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)",主(标配) / 副(标配),(标配)加热,无,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
67411,途岳,(标配)织物,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",无,无,无,无,无,无,无,(标配)比例放倒,前(标配) / 后-,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
67414,途岳,(标配)皮/织物混搭,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",无,无,无,无,无,无,无,(标配)比例放倒,前(标配) / 后-,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
67410,途岳,(标配)皮/织物混搭,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",无,无,无,无,无,无,无,(标配)比例放倒,前(标配) / 后-,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
68750,途岳,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",无,(标配)加热,无,无,无,无,无,(标配)比例放倒,前(标配) / 后-,无,(标配),无,无,无,无,无,无,无,无,无,无,无,无,无
69573,途岳,(标配)织物,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",无,无,无,无,无,无,无,(标配)比例放倒,前(标配) / 后-,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
67413,途岳,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)",主(标配) / 副-,无,无,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
68749,途岳,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)",主(标配) / 副(标配),(选配)加热,无,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
69572,途岳,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)",主(标配) / 副(标配),(标配)加热,无,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
67412,途岳,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(4向),(标配)腰部支撑(4向)",主(标配) / 副(标配),(标配)加热,无,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
69272,大众ID.3,(标配)皮/织物混搭,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",无,无,无,无,无,无,无,(标配)比例放倒,前(标配) / 后-,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
71677,大众ID.3,(标配)皮/织物混搭,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(2向)",主(标配) / 副(标配),无,无,无,无,无,无,(标配)比例放倒,前(标配) / 后-,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
71654,大众ID.3,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(2向)",主(标配) / 副(标配),"(标配)加热,(标配)通风",无,无,无,无,无,(标配)比例放倒,前(标配) / 后-,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
69271,大众ID.3,(标配)皮/织物混搭,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)",无,无,无,无,无,无,无,(标配)比例放倒,前(标配) / 后-,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
69273,大众ID.3,(标配)皮/织物混搭,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(2向)",主(标配) / 副(标配),无,无,无,无,无,无,(标配)比例放倒,前(标配) / 后-,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
70354,大众ID.3,(标配)皮/织物混搭,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(2向)",主(标配) / 副(标配),无,无,无,无,无,无,(标配)比例放倒,前(标配) / 后-,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
69297,大众ID.3,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(2向)",主(标配) / 副(标配),"(标配)加热,(标配)通风",无,无,无,无,无,(标配)比例放倒,前(标配) / 后-,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
69298,大众ID.3,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(2向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(2向)",主(标配) / 副(标配),"(标配)加热,(标配)通风",无,无,无,无,无,(标配)比例放倒,前(标配) / 后-,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
68889,高尔夫,(标配)织物,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)","(标配)前后调节,(标配)靠背调节",无,无,无,无,无,无,无,(标配)比例放倒,前(标配) / 后-,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
70637,高尔夫,(标配)皮/织物混搭,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(选配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节",主(选配) / 副-,"(选配)加热,(选配)通风",无,无,无,无,无,(标配)比例放倒,前(标配) / 后-,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
70965,高尔夫,(标配)仿皮,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节",主(标配) / 副-,"(选配)加热,(选配)通风",无,无,无,无,无,(标配)比例放倒,前(标配) / 后-,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
70638,高尔夫,(标配)皮/织物混搭,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)",主(标配) / 副-,无,(标配)驾驶位,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
68888,高尔夫,(标配)皮/翻毛材质混搭,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)",主(标配) / 副-,(标配)加热,(标配)驾驶位,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
62338,高尔夫,(标配)皮/翻毛材质混搭,"(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向),(标配)腰部支撑(4向)","(标配)前后调节,(标配)靠背调节,(标配)高低调节(2向)",主(标配) / 副-,(标配)加热,(标配)驾驶位,无,无,无,无,(标配)比例放倒,前(标配) / 后(标配),(标配),无,无,无,无,无,无,无,无,无,无,无,无,无,无
