CAR_ID,品牌系列,车型名称,厂商指导价_元,厂商,级别,能源类型,环保标准,上市时间,最大功率_kW,最大扭矩_N_m,变速箱,车身结构,发动机,长_宽_高_mm,官方0_100km_h加速_s,最高车速_km_h,WLTC综合油耗_L_100km,整车质保,整备质量_kg,最大满载质量_kg,官方0_50km_h加速_s,WLTC纯电续航里程_km,电池快充时间_小时,电池慢充时间_小时,电池快充电量范围__,电池慢充电量范围__,电动机_Ps,最低荷电状态油耗_L_100kmWLTC,电能当量燃料消耗量_L_100km,CLTC纯电续航里程_km,最低荷电状态油耗_L_100km,油电综合燃料消耗量_L_100km,NEDC综合油耗_L_100km,NEDC纯电续航里程_km,实测0_100km_h加速_s,实测100_0km_h制动_m,实测油耗_L_100km,实测续航里程_km,最低荷电状态油耗_L_100kmNEDC,实测快充时间_小时,实测最低荷电状态油耗_L_100km,实测平均电耗_kWh_100km,实测电池快充电量范围__,准拖挂车总质量_kg,首任车主质保政策,最低荷电状态油耗_L_100kmCLTC,官方100_0km_h制动_m
53219,思域,思域 2025款 240TURBO CVT 智趣Max,15.99万,东风本田,紧凑型车,汽油,国VI,2025.03,134,240,CVT无级变速,4门5座三厢车,1.5T 182马力 L4,4685*1802*1420,无,200,6.36,(标配)三年或10万公里,1403,1800,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
72011,思域,思域 2023款 2.0L e:HEV 先锋版,15.99万,东风本田,紧凑型车,油电混合,国VI,2022.08,149,无,E-CVT无级变速,4门5座三厢车,2.0L 143马力 L4,4674*1802*1415,无,180,4.39,(标配)三年或10万公里,1467,1935,无,无,无,无,无,无,184,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
53268,思域,思域 2023款 2.0L e:HEV 锐力版,17.39万,东风本田,紧凑型车,油电混合,国VI,2022.08,149,无,E-CVT无级变速,4门5座三厢车,2.0L 143马力 L4,4674*1802*1415,无,180,4.47,(标配)三年或10万公里,1468,1935,无,无,无,无,无,无,184,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
69138,思域,思域 2023款 2.0L e:HEV 劲速版,18.79万,东风本田,紧凑型车,油电混合,国VI,2022.08,149,无,E-CVT无级变速,4门5座三厢车,2.0L 143马力 L4,4674*1802*1420,无,180,4.51,(标配)三年或10万公里,1501,1935,无,无,无,无,无,无,184,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
53266,思域,思域 2023款 HATCHBACK 2.0L e:HEV 极曜版,16.99万,东风本田,紧凑型车,油电混合,国VI,2022.12,149,无,E-CVT无级变速,5门5座两厢车,2.0L 143马力 L4,4548*1802*1415,无,180,4.61,(标配)三年或10万公里,1473,1935,无,无,无,无,无,无,184,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
59069,思域,思域 2023款 HATCHBACK 2.0L e:HEV 极控版,17.99万,东风本田,紧凑型车,油电混合,国VI,2022.12,149,无,E-CVT无级变速,5门5座两厢车,2.0L 143马力 L4,4548*1802*1420,无,180,4.67,(标配)三年或10万公里,1478,1935,无,无,无,无,无,无,184,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
58216,思域,思域 2023款 240TURBO CVT劲势版,14.19万,东风本田,紧凑型车,汽油,国VI,2023.04,134,240,CVT无级变速,4门5座三厢车,1.5T 182马力 L4,4674*1802*1415,无,200,6.01,(标配)三年或10万公里,1353,1800,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
72009,思域,思域 2023款 240TURBO CVT劲动·C位客特别版,14.49万,东风本田,紧凑型车,汽油,国VI,2022.08,134,240,CVT无级变速,4门5座三厢车,1.5T 182马力 L4,4674*1802*1415,无,200,6.01,(标配)三年或10万公里,1353,1800,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
59068,思域,思域 2023款 240TURBO CVT劲控·C位客特别版,16.09万,东风本田,紧凑型车,汽油,国VI,2022.08,134,240,CVT无级变速,4门5座三厢车,1.5T 182马力 L4,4674*1802*1415,无,200,6.28,(标配)三年或10万公里,1397,1800,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
71954,思域,思域 2023款 HATCHBACK 240TURBO CVT极跃版,14.59万,东风本田,紧凑型车,汽油,国VI,2022.12,134,240,CVT无级变速,5门5座两厢车,1.5T 182马力 L4,4548*1802*1415,无,200,6.12,(标配)三年或10万公里,1381,1840,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
61020,思域,思域 2023款 HATCHBACK 240TURBO CVT极锐版,15.39万,东风本田,紧凑型车,汽油,国VI,2022.12,134,240,CVT无级变速,5门5座两厢车,1.5T 182马力 L4,4548*1802*1415,无,200,6.12,(标配)三年或10万公里,1394,1840,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
53267,思域,思域 2023款 HATCHBACK 240TURBO 手动极劲版,15.99万,东风本田,紧凑型车,汽油,国VI,2022.12,134,240,6挡手动,5门5座两厢车,1.5T 182马力 L4,4548*1802*1420,无,208,5.91,(标配)三年或10万公里,1373,1840,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
57610,思域,思域 2023款 HATCHBACK 240TURBO CVT极锋版,16.99万,东风本田,紧凑型车,汽油,国VI,2022.12,134,240,CVT无级变速,5门5座两厢车,1.5T 182马力 L4,4548*1802*1420,无,200,6.28,(标配)三年或10万公里,1425,1840,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
56676,思域,思域 2022款 180TURBO CVT尚动版,12.99万,东风本田,紧凑型车,汽油,国VI,2021.09,95,180,CVT无级变速,4门5座三厢车,1.5T 129马力 L4,4674*1802*1415,无,200,5.79,(标配)三年或10万公里,1315,1740,无,无,无,无,无,无,无,无,无,无,无,无,5.5,无,无,无,无,无,无,无,无,无,无,无,无,无,无
62373,思域,思域 2022款 180TURBO CVT尚擎版,13.69万,东风本田,紧凑型车,汽油,国VI,2021.09,95,180,CVT无级变速,4门5座三厢车,1.5T 129马力 L4,4674*1802*1415,无,200,5.79,(标配)三年或10万公里,1323,1740,无,无,无,无,无,无,无,无,无,无,无,无,5.7,无,无,无,无,无,无,无,无,无,无,无,无,无,无
57576,思域,思域 2022款 240TURBO CVT劲骋版,13.99万,东风本田,紧凑型车,汽油,国VI,2022.11,134,240,CVT无级变速,4门5座三厢车,1.5T 182马力 L4,4674*1802*1415,无,200,6.01,(标配)三年或10万公里,1353,1800,无,无,无,无,无,无,无,无,无,无,无,无,5.8,无,无,无,无,无,无,无,无,无,无,无,无,无,无
53265,思域,思域 2022款 240TURBO CVT劲动版,14.29万,东风本田,紧凑型车,汽油,国VI,2021.09,134,240,CVT无级变速,4门5座三厢车,1.5T 182马力 L4,4674*1802*1415,无,200,6.01,(标配)三年或10万公里,1353,1800,无,无,无,无,无,无,无,无,无,无,无,无,5.8,无,无,无,无,无,无,无,无,无,无,无,无,无,无
57577,思域,思域 2022款 240TURBO CVT燃动版,14.99万,东风本田,紧凑型车,汽油,国VI,2021.09,134,240,CVT无级变速,4门5座三厢车,1.5T 182马力 L4,4674*1802*1415,无,200,6.28,(标配)三年或10万公里,1370,1800,无,无,无,无,无,无,无,无,无,无,无,无,5.9,无,无,无,无,无,无,无,无,无,无,无,无,无,无
69140,思域,思域 2022款 240TURBO CVT劲控版,15.89万,东风本田,紧凑型车,汽油,国VI,2021.09,134,240,CVT无级变速,4门5座三厢车,1.5T 182马力 L4,4674*1802*1415,无,200,6.28,(标配)三年或10万公里,1397,1800,无,无,无,无,无,无,无,无,无,无,无,无,5.9,无,无,无,无,无,无,无,无,无,无,无,无,无,无
72010,思域,思域 2022款 240TURBO CVT燃擎版,16.39万,东风本田,紧凑型车,汽油,国VI,2021.09,134,240,CVT无级变速,4门5座三厢车,1.5T 182马力 L4,4674*1802*1415,无,200,6.28,(标配)三年或10万公里,1398,1800,无,无,无,无,无,无,无,无,无,无,无,无,5.9,无,无,无,无,无,无,无,无,无,无,无,无,无,无
63458,奥德赛,奥德赛 2024款 2.0L e:HEV 锐·悦享版,23.58万,广汽本田,中型MPV,油电混合,国VI,2023.06,158,无,E-CVT无级变速,5门7座MPV,2.0L 146马力 L4,4861*1820*1712,无,160,5.88,(标配)三年或10万公里,1854,2514,无,无,无,无,无,无,184,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
63455,奥德赛,奥德赛 2024款 2.0L e:HEV 锐·智享版,27.58万,广汽本田,中型MPV,油电混合,国VI,2023.06,158,无,E-CVT无级变速,5门7座MPV,2.0L 146马力 L4,4861*1820*1712,无,160,5.88,(标配)三年或10万公里,1879,2514,无,无,无,无,无,无,184,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
63453,奥德赛,奥德赛 2024款 2.0L e:HEV 锐·领享版,28.58万,广汽本田,中型MPV,油电混合,国VI,2023.06,158,无,E-CVT无级变速,5门7座MPV,2.0L 146马力 L4,4861*1820*1712,无,160,5.88,(标配)三年或10万公里,1901,2514,无,无,无,无,无,无,184,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
63457,奥德赛,奥德赛 2024款 2.0L e:HEV 锐·耀享版,29.98万,广汽本田,中型MPV,油电混合,国VI,2023.06,158,无,E-CVT无级变速,5门7座MPV,2.0L 146马力 L4,4861*1820*1712,无,160,6.17,(标配)三年或10万公里,1945,2514,无,无,无,无,无,无,184,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
63454,奥德赛,奥德赛 2024款 2.0L e:HEV 锐·至尊版,32.88万,广汽本田,中型MPV,油电混合,国VI,2023.06,158,无,E-CVT无级变速,5门7座MPV,2.0L 146马力 L4,4861*1820*1712,无,160,6.17,(标配)三年或10万公里,1974,2514,无,无,无,无,无,无,184,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
63459,奥德赛,奥德赛 2024款 2.0L e:HEV 锐·领享福祉版,34.08万,广汽本田,中型MPV,油电混合,国VI,2023.06,158,无,E-CVT无级变速,5门7座MPV,2.0L 146马力 L4,4861*1820*1712,无,160,6.17,(标配)三年或10万公里,1950,2514,无,无,无,无,无,无,184,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
63456,奥德赛,奥德赛 2024款 2.0L e:HEV 锐·御享四座版,43.98万,广汽本田,中型MPV,油电混合,国VI,2023.06,158,无,E-CVT无级变速,5门4座MPV,2.0L 146马力 L4,4861*1820*1705,无,160,6.17,(标配)三年或10万公里,1997,2400,无,无,无,无,无,无,184,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
70326,皓影,皓影 2025款 240TURBO 两驱精英版 5座,18.59万,广汽本田,紧凑型SUV,汽油,国VI,2024.10,142,243,CVT无级变速,5门5座SUV,1.5T 193马力 L4,4716*1866*1681,无,188,7.31,(标配)三年或10万公里,1615,2117,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
70317,皓影,皓影 2025款 240TURBO 两驱豪华版 5座,19.99万,广汽本田,紧凑型SUV,汽油,国VI,2024.10,142,243,CVT无级变速,5门5座SUV,1.5T 193马力 L4,4716*1866*1681,无,188,7.31,(标配)三年或10万公里,1629,2117,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
70319,皓影,皓影 2025款 240TURBO 两驱豪华版 7座,20.49万,广汽本田,紧凑型SUV,汽油,国VI,2024.10,142,243,CVT无级变速,5门7座SUV,1.5T 193马力 L4,4716*1866*1681,无,188,7.39,(标配)三年或10万公里,1690,2300,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
70322,皓影,皓影 2025款 240TURBO 两驱尊贵版 5座,21.39万,广汽本田,紧凑型SUV,汽油,国VI,2024.10,142,243,CVT无级变速,5门5座SUV,1.5T 193马力 L4,4716*1866*1681,无,188,7.31,(标配)三年或10万公里,1642,2117,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
70325,皓影,皓影 2025款 240TURBO 四驱尊享版 5座,24.99万,广汽本田,紧凑型SUV,汽油,国VI,2024.10,142,243,CVT无级变速,5门5座SUV,1.5T 193马力 L4,4716*1866*1691,无,188,8.12,(标配)三年或10万公里,1709,2147,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
70324,皓影,皓影 2025款 e:HEV 两驱豪华版,19.99万,广汽本田,紧凑型SUV,油电混合,国VI,2024.10,无,无,E-CVT无级变速,5门5座SUV,2.0L 150马力 L4,4716*1866*1681,无,177,5.49,(标配)三年或10万公里,1723,2260,无,无,无,无,无,无,184,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
70323,皓影,皓影 2025款 e:HEV 两驱尊耀版,21.99万,广汽本田,紧凑型SUV,油电混合,国VI,2024.10,无,无,E-CVT无级变速,5门5座SUV,2.0L 150马力 L4,4716*1866*1681,无,177,5.49,(标配)三年或10万公里,1734,2260,无,无,无,无,无,无,184,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
70321,皓影,皓影 2025款 e:HEV 四驱尊耀版,23.29万,广汽本田,紧凑型SUV,油电混合,国VI,2024.10,无,无,E-CVT无级变速,5门5座SUV,2.0L 150马力 L4,4716*1866*1691,无,177,6.14,(标配)三年或10万公里,1789,2350,无,无,无,无,无,无,184,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
70320,皓影,皓影 2025款 e:HEV 两驱尊享版,23.49万,广汽本田,紧凑型SUV,油电混合,国VI,2024.10,无,无,E-CVT无级变速,5门5座SUV,2.0L 150马力 L4,4716*1866*1681,无,177,5.49,(标配)三年或10万公里,1750,2260,无,无,无,无,无,无,184,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
70318,皓影,皓影 2025款 e:HEV 四驱至尊版,26.39万,广汽本田,紧凑型SUV,油电混合,国VI,2024.10,无,无,E-CVT无级变速,5门5座SUV,2.0L 150马力 L4,4716*1866*1691,无,177,6.44,(标配)三年或10万公里,1825,2350,无,无,无,无,无,无,184,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
63833,艾力绅,艾力绅 2024款 2.0L e:HEV 经典版,27.98万,东风本田,中型MPV,油电混合,国VI,2023.07,158,无,E-CVT无级变速,5门7座MPV,2.0L 146马力 L4,4951*1842*1711,无,160,6.17,(标配)三年或10万公里,1941,2514,无,无,无,无,无,无,184,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
63832,艾力绅,艾力绅 2024款 2.0L e:HEV 舒适版,29.88万,东风本田,中型MPV,油电混合,国VI,2023.07,158,无,E-CVT无级变速,5门7座MPV,2.0L 146马力 L4,4951*1842*1711,无,160,6.17,(标配)三年或10万公里,1947,2514,无,无,无,无,无,无,184,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
63830,艾力绅,艾力绅 2024款 2.0L e:HEV 豪华版,31.08万,东风本田,中型MPV,油电混合,国VI,2023.07,158,无,E-CVT无级变速,5门7座MPV,2.0L 146马力 L4,4951*1842*1711,无,160,6.17,(标配)三年或10万公里,1982,2514,无,无,无,无,无,无,184,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
63831,艾力绅,艾力绅 2024款 2.0L e:HEV 至尊版,33.18万,东风本田,中型MPV,油电混合,国VI,2023.07,158,无,E-CVT无级变速,5门7座MPV,2.0L 146马力 L4,4951*1842*1711,无,160,6.17,(标配)三年或10万公里,1988,2514,无,无,无,无,无,无,184,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
58225,型格,型格 2025款 2.0L e:HEV 锐·先锋版,13.99万,广汽本田,紧凑型车,油电混合,国VI,2025.03,149,无,E-CVT无级变速,4门5座三厢车,2.0L 143马力 L4,4689*1802*1415,无,180,4.39,(标配)三年或10万公里,1440,1935,无,无,无,无,无,无,184,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
60060,型格,型格 2025款 2.0L e:HEV 锐·科技版,15.29万,广汽本田,紧凑型车,油电混合,国VI,2025.03,149,无,E-CVT无级变速,4门5座三厢车,2.0L 143马力 L4,4689*1802*1415,无,180,4.39,(标配)三年或10万公里,1458,1935,无,无,无,无,无,无,184,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
62353,型格,型格 2025款 HATCHBACK 2.0L e:HEV 锐·舒享型酷套装,17.09万,广汽本田,紧凑型车,油电混合,国VI,2025.03,149,无,E-CVT无级变速,5门5座两厢车,2.0L 143马力 L4,4563*1802*1420,无,180,4.67,(标配)三年或10万公里,1487,1935,无,无,无,无,无,无,184,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
65960,型格,型格 2025款 240TURBO 手动极速版,12.99万,广汽本田,紧凑型车,汽油,国VI,2025.03,134,240,6挡手动,4门5座三厢车,1.5T 182马力 L4,4689*1802*1415,无,208,5.84,(标配)三年或10万公里,1301,1740,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
60057,型格,型格 2025款 240TURBO CVT科技版,13.99万,广汽本田,紧凑型车,汽油,国VI,2025.03,134,240,CVT无级变速,4门5座三厢车,1.5T 182马力 L4,4689*1802*1415,无,200,6.44,(标配)三年或10万公里,1362,1825,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
61495,型格,型格 2025款 HATCHBACK 240TURBO 手动极速版,13.99万,广汽本田,紧凑型车,汽油,国VI,2025.03,134,240,6挡手动,5门5座两厢车,1.5T 182马力 L4,4563*1802*1415,无,208,6.11,(标配)三年或10万公里,1341,1840,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
60062,型格,型格 2025款 HATCHBACK 240TURBO 手动冠军版,16.19万,广汽本田,紧凑型车,汽油,国VI,2025.03,134,240,6挡手动,5门5座两厢车,1.5T 182马力 L4,4563*1802*1420,无,208,6.11,(标配)三年或10万公里,1368,1840,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
72192,型格,型格 2024款 240TURBO CVT無限MUGEN版,15.79万,广汽本田,紧凑型车,汽油,国VI,2024.03,134,240,CVT无级变速,4门5座三厢车,1.5T 182马力 L4,4702*1802*1415,无,200,6.28,(标配)三年或10万公里,1378,1825,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
72258,型格,型格 2023款 2.0L e:HEV 锐·科技版,16.39万,广汽本田,紧凑型车,油电混合,国VI,2022.12,149,无,E-CVT无级变速,4门5座三厢车,2.0L 143马力 L4,4689*1802*1415,无,180,4.39,(标配)三年或10万公里,1473,1935,无,无,无,无,无,无,184,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
72259,型格,型格 2023款 2.0L e:HEV 锐·豪华版,17.79万,广汽本田,紧凑型车,油电混合,国VI,2022.12,149,无,E-CVT无级变速,4门5座三厢车,2.0L 143马力 L4,4689*1802*1420,无,180,4.47,(标配)三年或10万公里,1488,1935,无,无,无,无,无,无,184,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
62348,型格,型格 2023款 2.0L e:HEV 锐·尊享版,18.69万,广汽本田,紧凑型车,油电混合,国VI,2022.12,149,无,E-CVT无级变速,4门5座三厢车,2.0L 143马力 L4,4689*1802*1420,无,180,4.51,(标配)三年或10万公里,1507,1935,无,无,无,无,无,无,184,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
62347,型格,型格 2023款 HATCHBACK 2.0L e:HEV 锐·领潮版,16.99万,广汽本田,紧凑型车,油电混合,国VI,2023.02,149,无,E-CVT无级变速,5门5座两厢车,2.0L 143马力 L4,4563*1802*1415,无,180,4.61,(标配)三年或10万公里,1475,1935,无,无,无,无,无,无,184,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
58226,型格,型格 2023款 HATCHBACK 2.0L e:HEV 锐·豪华版,18.29万,广汽本田,紧凑型车,油电混合,国VI,2023.02,149,无,E-CVT无级变速,5门5座两厢车,2.0L 143马力 L4,4563*1802*1420,无,180,4.67,(标配)三年或10万公里,1487,1935,无,无,无,无,无,无,184,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
62352,型格,型格 2023款 HATCHBACK 240TURBO 手动专属版,13.99万,广汽本田,紧凑型车,汽油,国VI,2023.02,134,240,6挡手动,5门5座两厢车,1.5T 182马力 L4,4563*1802*1415,无,208,5.91,(标配)三年或10万公里,1350,1840,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
72260,型格,型格 2023款 HATCHBACK 240TURBO CVT领潮版,14.89万,广汽本田,紧凑型车,汽油,国VI,2023.02,134,240,CVT无级变速,5门5座两厢车,1.5T 182马力 L4,4563*1802*1415,无,200,6.12,(标配)三年或10万公里,1391,1840,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
60058,型格,型格 2023款 HATCHBACK 240TURBO CVT幻夜·豪华版,15.89万,广汽本田,紧凑型车,汽油,国VI,2023.02,134,240,CVT无级变速,5门5座两厢车,1.5T 182马力 L4,4563*1802*1420,无,200,6.28,(标配)三年或10万公里,1412,1840,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
72123,型格,型格 2023款 HATCHBACK 240TURBO CVT幻夜·尊享版,17.19万,广汽本田,紧凑型车,汽油,国VI,2023.02,134,240,CVT无级变速,5门5座两厢车,1.5T 182马力 L4,4563*1802*1420,无,200,6.28,(标配)三年或10万公里,1433,1840,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
62350,型格,型格 2023款 240TURBO 手动专属版,12.99万,广汽本田,紧凑型车,汽油,国VI,2023.04,134,240,6挡手动,4门5座三厢车,1.5T 182马力 L4,4689*1802*1415,无,208,5.67,(标配)三年或10万公里,1312,1740,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
58227,型格,型格 2023款 240TURBO CVT领先版,14.19万,广汽本田,紧凑型车,汽油,国VI,2023.04,134,240,CVT无级变速,4门5座三厢车,1.5T 182马力 L4,4689*1802*1415,无,200,6.01,(标配)三年或10万公里,1363,1825,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
62351,型格,型格 2023款 240TURBO CVT科技版,14.29万,广汽本田,紧凑型车,汽油,国VI,2023.04,134,240,CVT无级变速,4门5座三厢车,1.5T 182马力 L4,4689*1802*1415,无,200,6.01,(标配)三年或10万公里,1363,1825,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
72261,型格,型格 2023款 240TURBO CVT幻夜·科技版,14.99万,广汽本田,紧凑型车,汽油,国VI,2023.04,134,240,CVT无级变速,4门5座三厢车,1.5T 182马力 L4,4689*1802*1415,无,200,6.28,(标配)三年或10万公里,1375,1825,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
72122,型格,型格 2023款 240TURBO CVT智享版,15.19万,广汽本田,紧凑型车,汽油,国VI,2023.04,134,240,CVT无级变速,4门5座三厢车,1.5T 182马力 L4,4689*1802*1415,无,200,6.28,(标配)三年或10万公里,1384,1825,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
60061,型格,型格 2023款 240TURBO CVT豪华版,15.29万,广汽本田,紧凑型车,汽油,国VI,2023.04,134,240,CVT无级变速,4门5座三厢车,1.5T 182马力 L4,4689*1802*1415,无,200,6.28,(标配)三年或10万公里,1384,1825,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
62346,型格,型格 2023款 240TURBO CVT幻夜·豪华版,15.79万,广汽本田,紧凑型车,汽油,国VI,2023.04,134,240,CVT无级变速,4门5座三厢车,1.5T 182马力 L4,4689*1802*1420,无,200,6.36,(标配)三年或10万公里,1390,1825,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
62349,型格,型格 2023款 240TURBO CVT尊享版,16.69万,广汽本田,紧凑型车,汽油,国VI,2023.04,134,240,CVT无级变速,4门5座三厢车,1.5T 182马力 L4,4689*1802*1420,无,200,6.36,(标配)三年或10万公里,1412,1825,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
71217,英仕派,英仕派 2025款 260TURBO 典雅版,18.28万,东风本田,中型车,汽油,国VI,2024.12,141,260,CVT无级变速,4门5座三厢车,1.5T 192马力 L4,4979*1862*1449,无,186,6.71,(标配)三年或10万公里,1514,2030,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
71216,英仕派,英仕派 2025款 260TURBO 精英版,19.28万,东风本田,中型车,汽油,国VI,2024.12,141,260,CVT无级变速,4门5座三厢车,1.5T 192马力 L4,4979*1862*1449,无,186,6.71,(标配)三年或10万公里,1517,2030,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
71218,英仕派,英仕派 2025款 260TURBO 精逸版,21.38万,东风本田,中型车,汽油,国VI,2024.12,141,260,CVT无级变速,4门5座三厢车,1.5T 192马力 L4,4979*1862*1449,无,186,6.71,(标配)三年或10万公里,1547,2030,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
62889,飞度,飞度 2024款 1.5L CVT無限MUGEN版,9.78万,广汽本田,小型车,汽油,国VI,2024.03,91,145,CVT无级变速,5门5座两厢车,1.5L 124马力 L4,4125*1694*1537,无,188,6.52,(标配)三年或10万公里,1108,1610,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
65959,飞度,飞度 2023款 1.5L CVT潮享版,8.68万,广汽本田,小型车,汽油,国VI,2023.04,91,145,CVT无级变速,5门5座两厢车,1.5L 124马力 L4,4109*1694*1537,无,188,5.57,(标配)三年或10万公里,1108,1610,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
62474,飞度,飞度 2023款 1.5L CVT潮跑版,9.68万,广汽本田,小型车,汽油,国VI,2023.04,91,145,CVT无级变速,5门5座两厢车,1.5L 124马力 L4,4081*1694*1537,无,188,5.57,(标配)三年或10万公里,1118,1610,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
62888,飞度,飞度 2023款 1.5L CVT潮跑Pro版,10.78万,广汽本田,小型车,汽油,国VI,2023.04,91,145,CVT无级变速,5门5座两厢车,1.5L 124马力 L4,4081*1694*1537,无,188,5.67,(标配)三年或10万公里,1147,1610,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
